drugbank_id,reaction_id,sequence,left_element_drug_id,left_element_name,right_element_drug_id,right_element_name
DB01068,DB01068_rxn_1,1,DB01068,Clonazepam,DBMET02277,7-amino-clonazepam
DB01068,DB01068_rxn_2,2,DBMET02277,7-amino-clonazepam,DBMET03609,3-hydroxy-7-amino-clonazepam
DB01068,DB01068_rxn_3,2,DBMET03610,3-hydroxy-clonazepam,DBMET03611,glucuronyl-3-hydroxy-clonazepam
DB01068,DB01068_rxn_4,2,DBMET02277,7-amino-clonazepam,DBMET02278,7-acetamido-clonazepam
DB01068,DB01068_rxn_5,3,DBMET02278,7-acetamido-clonazepam,DBMET03608,3-hydroxy-7-acetamido-clonazepam
DB01069,DB01069_rxn_0,1,DB01069,Promethazine,DBMET02972,Promethazine Sulphoxide
DB01069,DB01069_rxn_1,1,DB01069,Promethazine,DBMET02973,Desmethylpromethazine
DB01069,DB01069_rxn_2,1,DB01069,Promethazine,DBMET02974,Promethazine Hydroxy Metabolite
DB01074,DB01074_rxn_0,1,DB01074,Perhexiline,DBMET00839,cis-Hydroxy Perhexiline
DB01074,DB01074_rxn_1,1,DB01074,Perhexiline,DBMET00914,Monohydroxyperhexiline
DB01074,DB01074_rxn_2,1,DB01074,Perhexiline,DBMET01547,trans-hydroxyperhexilline
DB01075,DB01075_rxn_0,1,DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine
DB01075,DB01075_rxn_1,1,DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide
DB01075,DB01075_rxn_2,2,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine"
DB01075,DB01075_rxn_3,3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid
DB01075,DB01075_rxn_4,3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET02238,N-Acetyl-N-desmethyldiphenhydramine
DB01076,DB01076_rxn_0,1,DB01076,Atorvastatin,DBMET00351,para-hydroxyatorvastatin
DB01076,DB01076_rxn_1,1,DB01076,Atorvastatin,DBMET00352,ortho-hydroxyatorvastatin
DB01076,DB01076_rxn_2,1,DB01076,Atorvastatin,DBMET01268,Atorvastatin lactone
DB01076,DB01076_rxn_3,2,DBMET00351,para-hydroxyatorvastatin,DBMET01266,para-hydroxyatorvastatin lactone
DB01076,DB01076_rxn_4,2,DBMET00352,ortho-hydroxyatorvastatin,DBMET01267,ortho-hydroxyatorvastatin lactone
DB01076,DB01076_rxn_5,2,DBMET00351,para-hydroxyatorvastatin,DBMET02422,para-hydroxyatorvastatin glucuronide
DB01076,DB01076_rxn_6,2,DBMET00352,ortho-hydroxyatorvastatin,DBMET02423,ortho-hydroxyatorvastatin glucuronide
DB01079,DB01079_rxn_0,1,DB01079,Tegaserod,DBMET02368,5-methoxyindole-3-carboxylic acid
DB01084,DB01084_rxn_0,1,DB01084,Emedastine,DBMET00752,5-hydroxyemedastine
DB01084,DB01084_rxn_1,1,DB01084,Emedastine,DBMET00761,6-hydroxyemedastine
DB01085,DB01085_rxn_0,1,DB01085,Pilocarpine,DBMET03744,3-Hydroxyisopilocarpine
DB01085,DB01085_rxn_1,1,DB01085,Pilocarpine,DBMET03743,3-Hydroxypilocarpine
DB01085,DB01085_rxn_2,1,DB01085,Pilocarpine,DBMET03745,Pilocarpic acid
DB01086,DB01086_rxn_0,1,DB01086,Benzocaine,DB02362,Aminobenzoic acid
DB01086,DB01086_rxn_1,1,DB01086,Benzocaine,DBMET03291,Acetylbenzocaine
DB01086,DB01086_rxn_2,1,DB01086,Benzocaine,DBMET03292,Benzocaine hydroxylamine
DB01086,DB01086_rxn_3,2,DB02362,Aminobenzoic acid,DBMET03290,4-Acetaminobenzoic acid
DB01086,DB01086_rxn_4,2,DBMET03291,Acetylbenzocaine,DBMET03290,4-Acetaminobenzoic acid
DB01088,DB01088_rxn_0,1,DB01088,Iloprost,DBMET03767,Dinor-iloprost
DB01088,DB01088_rxn_1,2,DBMET03767,Dinor-iloprost,DBMET03768,Tetranor-iloprost
DB01093,DB01093_rxn_0,1,DB01093,Dimethyl sulfoxide,DBMET00551,Dimethyl sulfide
DB01093,DB01093_rxn_1,1,DB01093,Dimethyl sulfoxide,DBMET00570,Dimethyl sulfone
DB01094,DB01094_rxn_0,1,DB01094,Hesperetin,DBMET00253,eriodictyol
DB01095,DB01095_rxn_0,1,DB01095,Fluvastatin,DBMET01671,6-OH-fluvastatin
DB01095,DB01095_rxn_1,1,DB01095,Fluvastatin,DBMET01672,5-OH-fluvastatin
DB01095,DB01095_rxn_2,1,DB01095,Fluvastatin,DBMET00213,6-Hydroxyfluvastatin
DB01095,DB01095_rxn_3,1,DB01095,Fluvastatin,DBMET00214,N-Deisopropyl-fluvastatin
DB01095,DB01095_rxn_4,1,DB01095,Fluvastatin,DBMET00215,5-Hydroxyfluvastatin
DB01097,DB01097_rxn_0,1,DB01097,Leflunomide,DBMET00226,A771726
DB01098,DB01098_rxn_0,1,DB01098,Rosuvastatin,DBMET01839,N-Desmethylrosuvastatin
DB01098,DB01098_rxn_1,1,DB01098,Rosuvastatin,DBMET01840,Rosuvastatin 5 S-lactone
DB01101,DB01101_rxn_0,1,DB01101,Capecitabine,DBMET03580,5’-Deoxy-5-fluorocytidine (5'-DFCR)
DB01101,DB01101_rxn_1,2,DBMET03580,5’-Deoxy-5-fluorocytidine (5'-DFCR),DBMET00656,5’-Deoxy-5-fluorouridine (5'DFUR)
DB01101,DB01101_rxn_2,3,DBMET00656,5’-Deoxy-5-fluorouridine (5'DFUR),DBMET00449,5-fluorouracil
DB01101,DB01101_rxn_3,4,DBMET00449,5-fluorouracil,DBMET03581,dihydrofluorouracil (DHFU)
DB01101,DB01101_rxn_4,4,DBMET00449,5-fluorouracil,DBMET03584,5-fluorodeoxyuridine (5-FUdR)
DB01101,DB01101_rxn_5,4,DBMET00449,5-fluorouracil,DBMET03586,5-fluorouridine monophosphate (5-FUMP)
DB01101,DB01101_rxn_6,4,DBMET00449,5-fluorouracil,DBMET03591,5-fluouridine (5-FUR)
DB01101,DB01101_rxn_7,5,DBMET03581,dihydrofluorouracil (DHFU),DBMET03582,β-ureidopropionic acid (FUPA)
DB01101,DB01101_rxn_8,5,DBMET03584,5-fluorodeoxyuridine (5-FUdR),DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP)
DB01101,DB01101_rxn_9,5,DBMET03586,5-fluorouridine monophosphate (5-FUMP),DBMET03589,5-fluorouridine diphosphate (5-FUDP)
DB01101,DB01101_rxn_10,5,DBMET03591,5-fluouridine (5-FUR),DBMET03586,5-fluorouridine monophosphate (5-FUMP)
DB01101,DB01101_rxn_11,6,DBMET03582,β-ureidopropionic acid (FUPA),DB03904,Urea
DB01101,DB01101_rxn_12,6,DBMET03582,β-ureidopropionic acid (FUPA),DBMET03583,fluoro-β-alanine (FBAL)
DB01101,DB01101_rxn_13,6,DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP),DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP)
DB01101,DB01101_rxn_14,6,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03590,5-fluorouridine triphosphate (5-FUTP)
DB01101,DB01101_rxn_15,6,DBMET03586,5-fluorouridine monophosphate (5-FUMP),DBMET03589,5-fluorouridine diphosphate (5-FUDP)
DB01101,DB01101_rxn_16,6,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP)
DB01101,DB01101_rxn_17,7,DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP)
DB01101,DB01101_rxn_18,7,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03590,5-fluorouridine triphosphate (5-FUTP)
DB01101,DB01101_rxn_19,7,DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP)
DB01101,DB01101_rxn_20,7,DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP)
DB01101,DB01101_rxn_21,7,DBMET03590,5-fluorouridine triphosphate (5-FUTP),DBMET03592,5-FUDP-hexose
DB01101,DB01101_rxn_22,8,DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP),DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP)
DB01101,DB01101_rxn_23,8,DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP),DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP)
DB01101,DB01101_rxn_24,8,DBMET03590,5-fluorouridine triphosphate (5-FUTP),DBMET03592,5-FUDP-hexose
DB01102,DB01102_rxn_0,1,DB01102,Arbutamine,DBMET00893,Ketoarbutamine
DB01102,DB01102_rxn_1,1,DB01102,Arbutamine,DBMET00907,Methoxyarbutamine
DB01104,DB01104_rxn_0,1,DB01104,Sertraline,DBMET00335,norsertraline
DB01104,DB01104_rxn_1,2,DBMET00335,norsertraline,DBMET02916,α-Hydroxy sertraline ketone
DB01104,DB01104_rxn_2,2,DBMET00335,norsertraline,DBMET02917,α-Hydroxy sertraline ketone glucuronide
DB01104,DB01104_rxn_3,3,DBMET02916,α-Hydroxy sertraline ketone,DBMET02918,Sertraline carbamoyl-O-glucuronide
DB01112,DB01112_rxn_0,1,DB01112,Cefuroxime,DBMET00328,acetaldehyde
DB01112,DB01112_rxn_1,1,DB01112,Cefuroxime,DBMET00484,Acetic acid
DB01115,DB01115_rxn_0,1,DB01115,Nifedipine,DBMET02975,"2,6-dimethyl-4-(2-nitrophenyl)-5-methoxycarbonyl-pyridine-3-carboxylic acid"
DB01115,DB01115_rxn_1,1,DB01115,Nifedipine,DBMET00380,dehydronifedipine
DB01115,DB01115_rxn_2,2,DBMET02975,"2,6-dimethyl-4-(2-nitrophenyl)-5-methoxycarbonyl-pyridine-3-carboxylic acid",DBMET02976,2-hydroxymethyl-pyridine carboxylic acid
DB01118,DB01118_rxn_0,1,DB01118,Amiodarone,DBMET00012,Desethylamiodarone
DB01118,DB01118_rxn_1,2,DBMET00012,Desethylamiodarone,DBMET02971,3'-hydroxylamiodarone
DB01120,DB01120_rxn_0,1,DB01120,Gliclazide,DBMET01819,7-OH-gliclazide
DB01120,DB01120_rxn_1,1,DB01120,Gliclazide,DBMET01820,6-OH-gliclazide
DB01120,DB01120_rxn_2,1,DB01120,Gliclazide,DBMET00202,7-β-Hydroxygliclazide
DB01120,DB01120_rxn_3,1,DB01120,Gliclazide,DBMET00203,6-β-Hydroxygliclazide
DB01120,DB01120_rxn_4,1,DB01120,Gliclazide,DBMET00204,Methylhydroxygliclazide
DB01120,DB01120_rxn_5,1,DB01120,Gliclazide,DBMET01329,7-α-Hydroxygliclazide
DB01120,DB01120_rxn_6,1,DB01120,Gliclazide,DBMET01330,6-α-Hydroxygliclazide
DB01120,DB01120_rxn_7,2,DBMET00204,Methylhydroxygliclazide,DBMET01328,Carboxygliclazide
DB01124,DB01124_rxn_0,1,DB01124,Tolbutamide,DBMET00289,4-Hydroxy tolbutamide
DB01129,DB01129_rxn_0,1,DB01129,Rabeprazole,DBMET01169,Active Metabolite of Rabeprazole
DB01131,DB01131_rxn_0,1,DB01131,Proguanil,DBMET00287,cycloguanil
DB01131,DB01131_rxn_1,1,DB01131,Proguanil,DBMET01778,4-Chlorophenylbiguanide
DB01132,DB01132_rxn_0,1,DB01132,Pioglitazone,DBMET01300,Pioglitazone metabolite M-I
DB01132,DB01132_rxn_1,1,DB01132,Pioglitazone,DBMET01301,Pioglitazone metabolite M-II
DB01132,DB01132_rxn_2,1,DB01132,Pioglitazone,DBMET01304,Pioglitazone metabolite M-VI
DB01132,DB01132_rxn_3,1,DB01132,Pioglitazone,DBMET01305,Pioglitazone metabolite M-V
DB01132,DB01132_rxn_4,1,DB01132,Pioglitazone,DBMET01306,Pioglitazone metabolite M-IV
DB01132,DB01132_rxn_5,2,DBMET01301,Pioglitazone metabolite M-II,DBMET01302,Mitoglitazone
DB01132,DB01132_rxn_6,2,DBMET01301,Pioglitazone metabolite M-II,DBMET01303,Pioglitazone metabolite M-XI
DB01132,DB01132_rxn_7,2,DBMET01305,Pioglitazone metabolite M-V,DBMET01304,Pioglitazone metabolite M-VI
DB01132,DB01132_rxn_8,2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01307,Pioglitazone metabolite M-III
DB01132,DB01132_rxn_9,2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01303,Pioglitazone metabolite M-XI
DB01136,DB01136_rxn_0,1,DB01136,Carvedilol,DBMET00115,8-Hydroxycarbazolylcarvedilol
DB01136,DB01136_rxn_1,1,DB01136,Carvedilol,DBMET00116,4'-Hydroxyphenylcarvedilol
DB01136,DB01136_rxn_2,1,DB01136,Carvedilol,DBMET00117,5'-Hydroxyphenylcarvedilol
DB01136,DB01136_rxn_3,1,DB01136,Carvedilol,DBMET00118,O-Desmethylcarvedilol
DB01136,DB01136_rxn_4,1,DB01136,Carvedilol,DBMET00119,1-Hydroxyphenylcarvedilol
DB01136,DB01136_rxn_5,1,DB01136,Carvedilol,DBMET02722,Carvedilol Glucuronide
DB01137,DB01137_rxn_0,1,DB01137,Levofloxacin,DBMET03008,Levofloxacin-N-oxide
DB01137,DB01137_rxn_1,1,DB01137,Levofloxacin,DBMET03009,Desmethyl-levofloxacin
DB01138,DB01138_rxn_0,1,DB01138,Sulfinpyrazone,DBMET00218,Sulfinpyrazone sulfide
DB01138,DB01138_rxn_1,1,DB01138,Sulfinpyrazone,DBMET00219,Sulfinpyrazone sulfone
DB01139,DB01139_rxn_0,1,DB01139,Cefapirin,DBMET00641,Desacetylcephapirin
DB01142,DB01142_rxn_0,1,DB01142,Doxepin,DBMET00531,Formaldehyde
DB01142,DB01142_rxn_1,1,DB01142,Doxepin,DBMET00315,N-desmethyldoxepin
DB01142,DB01142_rxn_2,1,DB01142,Doxepin,DBMET00844,Doxepin N-oxide
DB01142,DB01142_rxn_3,1,DB01142,Doxepin,DBMET00873,(E)-2-hydroxydoxepin
DB01142,DB01142_rxn_4,2,DBMET00315,N-desmethyldoxepin,DBMET00834,Didesmethyl doxepin
DB01142,DB01142_rxn_5,2,DBMET00844,Doxepin N-oxide,DBMET00845,Doxepin N-oxide glucuronide
DB01142,DB01142_rxn_6,2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00881,Hydroxydoxepin glucuronide
DB01142,DB01142_rxn_7,2,DBMET00315,N-desmethyldoxepin,DBMET00872,Hydroxydesmethyl doxepin
DB01142,DB01142_rxn_8,2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00874,(E)-2-hydroxy-N-desmethyldoxepin
DB01142,DB01142_rxn_9,3,DBMET00872,Hydroxydesmethyl doxepin,DBMET00879,Hydroxydesmethyl doxepin glucuronide
DB01149,DB01149_rxn_0,1,DB01149,Nefazodone,DBMET00379,hydroxynefazodone
DB01149,DB01149_rxn_1,1,DB01149,Nefazodone,DBMET01712,"3-[3-ethyl-5-oxo-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]propanal"
DB01149,DB01149_rxn_2,1,DB01149,Nefazodone,DB12110,m-Chlorophenylpiperazine
DB01151,DB01151_rxn_0,1,DB01151,Desipramine,DBMET00314,2-hydroxydesipramine
DB01151,DB01151_rxn_1,2,DBMET00314,2-hydroxydesipramine,DBMET00679,2-hydroxy-desipramine glucuronide
DB01155,DB01155_rxn_0,1,DB01155,Gemifloxacin,DBMET00922,N-acetyl gemifloxacin
DB01156,DB01156_rxn_0,1,DB01156,Bupropion,DBMET03484,"S,R-erythrohydrobupropion"
DB01156,DB01156_rxn_1,1,DB01156,Bupropion,DBMET00277,S-Hydroxybupropion
DB01156,DB01156_rxn_2,1,DB01156,Bupropion,DBMET01557,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one
DB01156,DB01156_rxn_3,1,DB01156,Bupropion,DBMET03468,S-4'-hydroxybupropion
DB01156,DB01156_rxn_4,1,DB01156,Bupropion,DBMET03470,R-Hydroxybupropion
DB01156,DB01156_rxn_5,1,DB01156,Bupropion,DBMET03472,R-4'-hydroxybupropion
DB01156,DB01156_rxn_6,1,DB01156,Bupropion,DBMET03473,"R,R-threohydrobupropion"
DB01156,DB01156_rxn_7,1,DB01156,Bupropion,DBMET03476,"S,S-threohydrobupropion"
DB01156,DB01156_rxn_8,1,DB01156,Bupropion,DBMET03479,"R,S-erythrohydrobupropion"
DB01156,DB01156_rxn_9,2,DBMET03484,"S,R-erythrohydrobupropion",DBMET03485,"S,R-erythro-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_10,2,DBMET03484,"S,R-erythrohydrobupropion",DBMET03486,"S,R-erythrohydrobupropion glucuronide"
DB01156,DB01156_rxn_11,2,DBMET03468,S-4'-hydroxybupropion,DBMET03477,"S,S-threo-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_12,2,DBMET03468,S-4'-hydroxybupropion,DBMET03480,"R,S-erythro-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_13,2,DBMET03472,R-4'-hydroxybupropion,DBMET03474,"R,R-threo-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_14,2,DBMET03472,R-4'-hydroxybupropion,DBMET03480,"R,S-erythro-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_15,2,DBMET03468,S-4'-hydroxybupropion,DBMET03487,S-4'-hydroxybupropion glucuronide
DB01156,DB01156_rxn_16,2,DBMET03472,R-4'-hydroxybupropion,DBMET03488,R-4'-hydroxybupropion glucuronide
DB01156,DB01156_rxn_17,2,DBMET03472,R-4'-hydroxybupropion,DBMET03490,R-4'-hydroxybupropion sulfate
DB01156,DB01156_rxn_18,2,DBMET03468,S-4'-hydroxybupropion,DBMET03489,S-4'-hydroxybupropion sulfate
DB01156,DB01156_rxn_19,2,DBMET00277,S-Hydroxybupropion,DBMET03469,"S,S-Hydroxybupropion"
DB01156,DB01156_rxn_20,2,DBMET03470,R-Hydroxybupropion,DBMET03471,"R,R-Hydroxybupropion"
DB01156,DB01156_rxn_21,2,DBMET03473,"R,R-threohydrobupropion",DBMET03474,"R,R-threo-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_22,2,DBMET03473,"R,R-threohydrobupropion",DBMET03475,"R,R-threohydrobupropion glucuronide"
DB01156,DB01156_rxn_23,2,DBMET03476,"S,S-threohydrobupropion",DBMET03477,"S,S-threo-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_24,2,DBMET03476,"S,S-threohydrobupropion",DBMET03478,"S,S-threohydrobupropion glucuronide"
DB01156,DB01156_rxn_25,2,DBMET03479,"R,S-erythrohydrobupropion",DBMET03480,"R,S-erythro-4'-hydroxy-hydrobupropion"
DB01156,DB01156_rxn_26,2,DBMET03479,"R,S-erythrohydrobupropion",DBMET03481,"R,S-erythrohydrobupropion glucuronide"
DB01156,DB01156_rxn_27,3,DBMET03469,"S,S-Hydroxybupropion",DBMET03482,"S,S-Hydroxybupropion glucuronide"
DB01156,DB01156_rxn_28,3,DBMET03471,"R,R-Hydroxybupropion",DBMET03483,"R,R-Hydroxybupropion glucuronide"
DB01159,DB01159_rxn_0,1,DB01159,Halothane,DBMET00329,bromide
DB01159,DB01159_rxn_1,1,DB01159,Halothane,DBMET00330,trifluoroacetic acid
DB01159,DB01159_rxn_2,1,DB01159,Halothane,DBMET01783,Trifluoroacetyl chloride
DB01159,DB01159_rxn_3,1,DB01159,Halothane,DBMET01784,chlorotrifluoroethane
DB01159,DB01159_rxn_4,1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene"
DB01159,DB01159_rxn_5,1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene"
DB01159,DB01159_rxn_6,1,DB01159,Halothane,DBMET01543,"1-chloro-2,2,2-trifluoroethanide"
DB01161,DB01161_rxn_0,1,DB01161,Chloroprocaine,DBMET03556,2-chloro-p-aminobenzoic acid
DB01161,DB01161_rxn_1,1,DB01161,Chloroprocaine,DBMET01430,diethylaminoethanol
DB01161,DB01161_rxn_2,2,DBMET03556,2-chloro-p-aminobenzoic acid,DBMET03557,N-acetyl-2-chloro-p-aminobenzoic acid
DB01162,DB01162_rxn_0,1,DB01162,Terazosin,DBMET02355,7-O-demethyl terazosin
DB01162,DB01162_rxn_1,1,DB01162,Terazosin,DBMET02356,6-O-demethyl terazosin
DB01162,DB01162_rxn_2,1,DB01162,Terazosin,DBMET02358,Free Piperazine Derivative
DB01162,DB01162_rxn_3,2,DBMET02358,Free Piperazine Derivative,DBMET02359,Diamine Metabolite Of The Piperazine Compound
DB01167,DB01167_rxn_0,1,DB01167,Itraconazole,DBMET00374,Hydroxyitraconazole
DB01168,DB01168_rxn_0,1,DB01168,Procarbazine,DBMET00617,Hydrazine
DB01168,DB01168_rxn_1,1,DB01168,Procarbazine,DBMET00946,N-isopropylterephthalamic acid
DB01169,DB01169_rxn_0,1,DB01169,Arsenic trioxide,DB04456,Arsenous acid
DB01169,DB01169_rxn_1,2,DB04456,Arsenous acid,DBMET02875,Dimethylarsinic acid
DB01169,DB01169_rxn_2,2,DB04456,Arsenous acid,DBMET02872,Arsenic acid
DB01169,DB01169_rxn_3,2,DB04456,Arsenous acid,DBMET02874,Monomethylarsonic acid
DB01171,DB01171_rxn_0,1,DB01171,Moclobemide,DBMET02152,Moclobemide M3
DB01171,DB01171_rxn_1,1,DB01171,Moclobemide,DBMET02153,Moclobemide M1
DB01171,DB01171_rxn_2,1,DB01171,Moclobemide,DBMET02164,Moclobemide M9
DB01171,DB01171_rxn_3,1,DB01171,Moclobemide,DBMET02150,Moclobemide M5
DB01171,DB01171_rxn_4,2,DBMET02150,Moclobemide M5,DBMET02151,Moclobemide M6
DB01171,DB01171_rxn_5,2,DBMET02153,Moclobemide M1,DBMET02155,Moclobemide M2
DB01171,DB01171_rxn_6,2,DBMET02153,Moclobemide M1,DBMET02154,Moclobemide M7
DB01171,DB01171_rxn_7,2,DBMET02153,Moclobemide M1,DBMET02160,Moclobemide M11
DB01171,DB01171_rxn_8,2,DBMET02153,Moclobemide M1,DBMET02159,Moclobemide M13
DB01171,DB01171_rxn_9,2,DBMET02153,Moclobemide M1,DBMET02161,Moclobemide M14
DB01171,DB01171_rxn_10,2,DBMET02153,Moclobemide M1,DBMET02156,Moclobemide M15
DB01171,DB01171_rxn_11,2,DBMET02153,Moclobemide M1,DBMET02158,Moclobemide M16
DB01171,DB01171_rxn_12,2,DBMET02153,Moclobemide M1,DBMET02157,Moclobemide M18
DB01171,DB01171_rxn_13,3,DBMET02158,Moclobemide M16,DBMET02162,Moclobemide M8
DB01171,DB01171_rxn_14,4,DBMET02162,Moclobemide M8,DBMET02163,Moclobemide M4
DB01173,DB01173_rxn_0,1,DB01173,Orphenadrine,DBMET00929,N-demethyl orphenadrine
DB01173,DB01173_rxn_1,1,DB01173,Orphenadrine,DBMET00953,"N,N-didemethyl orphenadrine"
DB01174,DB01174_rxn_0,1,DB01174,Phenobarbital,DBMET00111,p-Hydroxyphenobarbital
DB01174,DB01174_rxn_1,2,DBMET00111,p-Hydroxyphenobarbital,DBMET01217,Phenobarbital O-sulfate
DB01174,DB01174_rxn_2,2,DBMET00111,p-Hydroxyphenobarbital,DBMET01218,Phenobarbital O-glucuronide
DB01175,DB01175_rxn_0,1,DB01175,Escitalopram,DBMET02781,S-desmethylcitalopram
DB01175,DB01175_rxn_1,1,DB01175,Escitalopram,DBMET03673,Escitalopram propionaldehyde
DB01175,DB01175_rxn_2,1,DB01175,Escitalopram,DBMET03672,Escitalopram N-oxide
DB01175,DB01175_rxn_3,2,DBMET02781,S-desmethylcitalopram,DBMET03673,Escitalopram propionaldehyde
DB01175,DB01175_rxn_4,2,DBMET03673,Escitalopram propionaldehyde,DBMET02783,Escitalopram propionic acid
DB01175,DB01175_rxn_5,2,DBMET02781,S-desmethylcitalopram,DBMET02782,S-didesmethylcitalopram
DB01175,DB01175_rxn_6,3,DBMET03673,Escitalopram propionaldehyde,DBMET02783,Escitalopram propionic acid
DB01175,DB01175_rxn_7,3,DBMET02782,S-didesmethylcitalopram,DBMET03673,Escitalopram propionaldehyde
DB01175,DB01175_rxn_8,4,DBMET03673,Escitalopram propionaldehyde,DBMET02783,Escitalopram propionic acid
DB01181,DB01181_rxn_0,1,DB01181,Ifosfamide,DBMET00021,3-Dechloroethylifosfamide
DB01181,DB01181_rxn_1,1,DB01181,Ifosfamide,DBMET00022,Dechloroethylifosfamide
DB01181,DB01181_rxn_2,1,DB01181,Ifosfamide,DBMET00023,Chloroacetaldehyde
DB01181,DB01181_rxn_3,1,DB01181,Ifosfamide,DBMET00024,4-Hydroxyifosfamide
DB01181,DB01181_rxn_4,2,DBMET00023,Chloroacetaldehyde,DBMET03248,2-chloroethanol
DB01181,DB01181_rxn_5,2,DBMET00024,4-Hydroxyifosfamide,DBMET01077,4-Ketoifosfamide
DB01181,DB01181_rxn_6,2,DBMET00024,4-Hydroxyifosfamide,DBMET00792,aldoifosfamide
DB01181,DB01181_rxn_7,2,DBMET00024,4-Hydroxyifosfamide,DBMET01100,4-Thioifosfamide
DB01181,DB01181_rxn_8,3,DBMET00792,aldoifosfamide,DBMET01102,Alcoifosfamide
DB01181,DB01181_rxn_9,3,DBMET00792,aldoifosfamide,DBMET01103,Carboxylifosfamide
DB01181,DB01181_rxn_10,3,DBMET00792,aldoifosfamide,DBMET01126,Acrolein
DB01181,DB01181_rxn_11,3,DBMET00792,aldoifosfamide,DBMET01127,Isophosphamide mustard
DB01181,DB01181_rxn_12,4,DBMET01126,Acrolein,DBMET01146,Acrylic Acid
DB01181,DB01181_rxn_13,4,DBMET01127,Isophosphamide mustard,DBMET01150,Ifosforamide Aziridinium
DB01182,DB01182_rxn_0,1,DB01182,Propafenone,DBMET01570,(S)-5-Hydroxypropafenone
DB01182,DB01182_rxn_1,1,DB01182,Propafenone,DBMET01571,(S)-N-Despropylpropafenone
DB01182,DB01182_rxn_2,1,DB01182,Propafenone,DBMET01572,(S)-4'-Hydroxypropafenone
DB01182,DB01182_rxn_3,1,DB01182,Propafenone,DBMET00267,N-desalkylpropafenone
DB01182,DB01182_rxn_4,1,DB01182,Propafenone,DBMET00309,5-hydroxypropafenone
DB01182,DB01182_rxn_5,1,DB01182,Propafenone,DBMET00932,N-depropylpropafenone
DB01183,DB01183_rxn_0,1,DB01183,Naloxone,DBMET00424,noroxymorphone
DB01183,DB01183_rxn_1,1,DB01183,Naloxone,DBMET03370,Naloxol
DB01183,DB01183_rxn_2,1,DB01183,Naloxone,DBMET03369,Naloxone 3-Glucuronide
DB01184,DB01184_rxn_0,1,DB01184,Domperidone,DBMET00364,"5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one"
DB01189,DB01189_rxn_0,1,DB01189,Desflurane,DB11257,Fluoride ion
DB01189,DB01189_rxn_1,1,DB01189,Desflurane,DBMET00330,trifluoroacetic acid
DB01190,DB01190_rxn_0,1,DB01190,Clindamycin,DBMET02980,Clindamycin sulfoxide
DB01190,DB01190_rxn_1,1,DB01190,Clindamycin,DBMET02981,N-desmethylclindamycin
DB01192,DB01192_rxn_0,1,DB01192,Oxymorphone,DBMET00342,noroxycodone
DB01192,DB01192_rxn_1,1,DB01192,Oxymorphone,DBMET00424,noroxymorphone
DB01192,DB01192_rxn_2,1,DB01192,Oxymorphone,DBMET00425,alpha-noroxycodol
DB01192,DB01192_rxn_3,1,DB01192,Oxymorphone,DBMET00426,beta-noroxycodol
