drugbank_id,interactant_id,action
DB03218,BE0000916,inhibitor
DB03220,BE0002214,inhibitor
DB03221,BE0000322,inhibitor
DB03222,BE0005499,agonist
DB03225,BE0000836,agonist
DB03253,BE0000854,inhibitor
DB03254,BE0000693,inhibitor
DB03255,BE0000267,inhibitor
DB03255,BE0000535,inhibitor
DB03255,BE0001653,inhibitor
DB03255,BE0000322,inhibitor
DB03255,BE0003634,inhibitor
DB03255,BE0002437,inhibitor
DB03260,BE0000535,inhibitor
DB03260,BE0000267,inhibitor
DB03260,BE0003628,inhibitor
DB03260,BE0002437,inhibitor
DB03260,BE0003634,inhibitor
DB03260,BE0001653,inhibitor
DB03268,BE0000838,inhibitor
DB03270,BE0000322,inhibitor
DB03274,BE0000021,inhibitor
DB03279,BE0000144,inhibitor
DB03280,BE0001260,inhibitor
DB03280,BE0001218,ligand
DB03280,BE0001221,ligand
DB03280,BE0001932,ligand
DB03280,BE0001929,ligand
DB03280,BE0010220,ligand
DB03283,BE0000426,inhibitor
DB03298,BE0000838,inhibitor
DB03305,BE0000005,inhibitor
DB03305,BE0000067,inhibitor
DB03305,BE0000263,inhibitor
DB03306,BE0000838,inhibitor
DB03310,BE0002282,activator
DB03310,BE0010006,activator
DB03310,BE0001189,activator
DB03310,BE0000648,substrate
DB03312,BE0004639,substrate
DB03312,BE0001260,inhibitor
DB03312,BE0009350,inhibitor
DB03312,BE0009977,substrate
DB03313,BE0004335,inhibitor
DB03313,BE0002393,antagonist
DB03313,BE0004290,inhibitor
DB03313,BE0003624,inhibitor
DB03313,BE0004644,inhibitor
DB03313,BE0004643,inhibitor
DB03316,BE0000999,inhibitor
DB03332,BE0000263,inhibitor
DB03336,BE0002089,inhibitor
DB03338,BE0000695,inhibitor
DB03338,BE0001007,inhibitor
DB03345,BE0000962,inhibitor
DB03345,BE0001015,inhibitor
DB03345,BE0001705,inhibitor
DB03345,BE0002700,inhibitor
DB03345,BE0000322,inhibitor
DB03345,BE0000050,inhibitor
DB03345,BE0002201,inhibitor
DB03345,BE0000021,inhibitor
DB03345,BE0000952,inhibitor
DB03349,BE0000487,inhibitor
DB03351,BE0002201,inhibitor
DB03365,BE0001072,inhibitor
DB03365,BE0000369,inhibitor
DB03367,BE0001198,inhibitor
DB03370,BE0002214,inhibitor
DB03383,BE0000233,inhibitor
DB03385,BE0000322,inhibitor
DB03395,BE0000270,inhibitor
DB03397,BE0000468,inhibitor
DB03401,BE0004522,inhibitor
DB03401,BE0009595,inhibitor
DB03401,BE0009594,inhibitor
DB03404,BE0000409,inhibitor
DB03411,BE0000250,inhibitor
DB03419,BE0000960,modulator
DB03424,BE0001680,inhibitor
DB03428,BE0001072,inhibitor
DB03428,BE0000890,inhibitor
DB03428,BE0001082,binder
DB03435,BE0010169,regulator
DB03436,BE0001379,antagonist
DB03439,BE0002639,inhibitor
DB03451,BE0000779,agonist
DB03462,BE0002193,inhibitor
DB03466,BE0000144,inhibitor
DB03467,BE0000126,antagonist
DB03467,BE0002090,inhibitor
DB03467,BE0000792,partial agonist
DB03468,BE0000289,inhibitor
DB03477,BE0000262,inhibitor
DB03485,BE0000994,inhibitor
DB03496,BE0000916,inhibitor
DB03496,BE0002207,inhibitor
DB03496,BE0001072,inhibitor
DB03501,BE0010169,regulator
DB03509,BE0001717,inhibitor
DB03510,BE0002700,inhibitor
DB03516,BE0000960,modulator
DB03516,BE0002204,inhibitor
DB03523,BE0000382,modulator
DB03525,BE0000838,inhibitor
DB03526,BE0000322,inhibitor
DB03530,BE0000302,inhibitor
DB03535,BE0002148,inhibitor
DB03541,BE0000021,inhibitor
DB03541,BE0000220,inhibitor
DB03552,BE0000614,inhibitor
DB03553,BE0003645,inhibitor
DB03554,BE0000960,inhibitor
DB03558,BE0000021,inhibitor
DB03560,BE0000253,inhibitor
DB03560,BE0002196,inhibitor
DB03566,BE0001979,inhibitor
DB03568,BE0002180,inhibitor
DB03568,BE0002365,inhibitor
DB03572,BE0002214,inhibitor
DB03573,BE0001504,inhibitor
DB03573,BE0001292,inhibitor
DB03575,BE0000641,antagonist
DB03575,BE0000417,inhibitor
DB03575,BE0000760,inhibitor
DB03575,BE0000365,inhibitor
DB03585,BE0000530,modulator
DB03587,BE0001122,activator
DB03587,BE0003997,inhibitor
DB03591,BE0000838,inhibitor
DB03592,BE0000803,inhibitor
DB03594,BE0000322,inhibitor
DB03596,BE0000322,inhibitor
DB03597,BE0000182,inhibitor
DB03600,BE0000215,ligand
DB03601,BE0002204,inhibitor
DB03601,BE0002090,inhibitor
DB03604,BE0000687,agonist
DB03604,BE0000315,agonist
DB03606,BE0001133,inhibitor
DB03606,BE0000487,inhibitor
DB03609,BE0000250,inhibitor
DB03614,BE0000734,cofactor
DB03619,BE0009045,other/unknown
DB03619,BE0010006,inhibitor
DB03621,BE0000695,inhibitor
DB03623,BE0001097,inhibitor
DB03628,BE0000838,inhibitor
DB03633,BE0003997,inhibitor
DB03636,BE0001182,inhibitor
DB03639,BE0001149,inhibitor
DB03643,BE0002128,inhibitor
DB03657,BE0000916,inhibitor
DB03660,BE0000854,inhibitor
DB03661,BE0001705,inhibitor
DB03661,BE0002535,inhibitor
DB03661,BE0000623,inhibitor
DB03661,BE0002135,inhibitor
DB03667,BE0000017,inhibitor
DB03672,BE0002180,inhibitor
DB03677,BE0000950,inhibitor
DB03685,BE0000021,inhibitor
DB03691,BE0001292,inhibitor
DB03691,BE0001504,inhibitor
DB03694,BE0000252,inhibitor
DB03695,BE0000330,modulator
DB03697,BE0000322,inhibitor
DB03701,BE0000647,antagonist
DB03701,BE0009629,blocker
DB03703,BE0000302,modulator
DB03705,BE0000803,inhibitor
DB03707,BE0000067,inhibitor
DB03707,BE0000263,inhibitor
DB03709,BE0000211,inhibitor
DB03712,BE0000838,inhibitor
DB03721,BE0001159,inhibitor
DB03721,BE0001074,inhibitor
DB03721,BE0002705,inhibitor
DB03722,BE0001717,inhibitor
DB03729,BE0000895,inhibitor
DB03736,BE0000270,inhibitor
DB03740,BE0000221,inhibitor
DB03740,BE0000426,inhibitor
DB03740,BE0000978,inhibitor
DB03752,BE0000017,inhibitor
DB03754,BE0000101,inhibitor
DB03754,BE0003392,inhibitor
DB03756,BE0000071,activator
DB03756,BE0000017,inhibitor
DB03756,BE0000262,inhibitor
DB03756,BE0000215,activator
DB03756,BE0000412,activator
DB03756,BE0000078,activator
DB03756,BE0000707,activator
DB03756,BE0005540,inhibitor
DB03756,BE0004689,inhibitor
DB03757,BE0003758,inhibitor
DB03758,BE0001120,inhibitor
DB03759,BE0000640,inhibitor
DB03759,BE0000346,inhibitor
DB03759,BE0000417,inhibitor
DB03759,BE0000760,inhibitor
DB03759,BE0000365,inhibitor
DB03761,BE0000021,inhibitor
DB03777,BE0003790,inhibitor
DB03777,BE0001082,inhibitor
DB03777,BE0009588,inhibitor
DB03777,BE0001065,inhibitor
DB03777,BE0001019,inhibitor
DB03777,BE0003390,inhibitor
DB03777,BE0000842,inhibitor
DB03777,BE0000428,inhibitor
DB03777,BE0010356,inhibitor
DB03777,BE0000923,inhibitor
DB03777,BE0004105,inhibitor
DB03777,BE0002790,inhibitor
DB03777,BE0001363,inhibitor
DB03777,BE0009589,inhibitor
DB03777,BE0001016,inhibitor
DB03777,BE0003382,inhibitor
DB03782,BE0000895,inhibitor
DB03783,BE0000017,inhibitor
DB03783,BE0000761,inhibitor
DB03788,BE0000315,inhibitor
DB03791,BE0001598,inhibitor
DB03791,BE0003781,inhibitor
DB03793,BE0001710,inhibitor
DB03793,BE0001413,product of
DB03793,BE0001976,substrate
DB03796,BE0001194,inhibitor
DB03796,BE0001984,inhibitor
DB03798,BE0000021,inhibitor
DB03800,BE0000021,inhibitor
DB03801,BE0001072,inhibitor
DB03804,BE0001260,inhibitor
DB03804,BE0000458,ligand
DB03809,BE0001120,inhibitor
DB03814,BE0000329,inhibitor
DB03814,BE0002201,inhibitor
DB03814,BE0000302,inhibitor
DB03814,BE0000426,inhibitor
DB03814,BE0001423,inhibitor
DB03814,BE0001038,inhibitor
DB03814,BE0002180,inhibitor
DB03818,BE0000021,inhibitor
DB03819,BE0000612,inhibitor
DB03822,BE0002180,inhibitor
DB03828,BE0000838,inhibitor
DB03841,BE0002204,inhibitor
DB03843,BE0001122,activator
DB03844,BE0000322,inhibitor
DB03847,BE0000048,inhibitor
DB03847,BE0000364,inhibitor
DB03847,BE0000216,inhibitor
DB03849,BE0001287,inhibitor
DB03849,BE0001133,inhibitor
DB03849,BE0000487,inhibitor
DB03851,BE0001194,inhibitor
DB03851,BE0001984,inhibitor
DB03852,BE0001186,activator
DB03854,BE0000535,inhibitor
DB03854,BE0000267,inhibitor
DB03854,BE0003628,inhibitor
DB03854,BE0002437,inhibitor
DB03854,BE0003634,inhibitor
DB03854,BE0000322,inhibitor
DB03854,BE0001653,inhibitor
DB03860,BE0000123,inhibitor
DB03860,BE0000792,inhibitor
DB03866,BE0000262,inhibitor
DB03867,BE0000648,inhibitor
DB03876,BE0000895,inhibitor
DB03877,BE0000322,inhibitor
DB03880,BE0001116,modulator
DB03882,BE0000792,agonist
DB03886,BE0002201,inhibitor
DB03892,BE0000067,inhibitor
DB03894,BE0002196,inhibitor
DB03899,BE0001120,inhibitor
DB03900,BE0008705,inhibitor
DB03900,BE0012563,inhibitor
DB03900,BE0008706,inhibitor
DB03900,BE0001534,inhibitor
DB03902,BE0000838,inhibitor
DB03904,BE0009974,activator
DB03906,BE0000735,inhibitor
DB03909,BE0000033,inhibitor
DB03910,BE0000005,inhibitor
DB03918,BE0000263,inhibitor
DB03921,BE0003782,inhibitor
DB03925,BE0000394,inhibitor
DB03929,BE0000365,inhibitor
DB03929,BE0000433,inhibitor
DB03932,BE0000516,inhibitor
DB03940,BE0000253,inhibitor
DB03942,BE0001516,inhibitor
DB03945,BE0000877,inhibitor
DB03948,BE0000374,inhibitor
DB03948,BE0000722,inhibitor
DB03953,BE0000005,inhibitor
DB03957,BE0001029,inhibitor
DB03959,BE0001121,inhibitor
DB03959,BE0000689,inhibitor
DB03959,BE0001015,inhibitor
DB03966,BE0002425,inhibitor
DB03966,BE0000742,inhibitor
DB03968,BE0000270,inhibitor
DB03971,BE0002639,ligand
DB03974,BE0000263,inhibitor
DB03975,BE0000322,inhibitor
DB03977,BE0008705,inhibitor
DB03977,BE0012563,inhibitor
DB03977,BE0008706,inhibitor
DB03980,BE0001019,inhibitor
DB04001,BE0000623,inhibitor
DB04005,BE0002401,modulator
DB04005,BE0014552,agonist
DB04005,BE0009822,agonist
DB04005,BE0005499,agonist
DB04007,BE0002201,inhibitor
DB04010,BE0001717,inhibitor
DB04014,BE0001072,inhibitor
DB04014,BE0000890,inhibitor
DB04014,BE0001082,inhibitor
DB04017,BE0002198,inhibitor
DB04018,BE0000263,inhibitor
DB04021,BE0000426,inhibitor
DB04022,BE0001516,inhibitor
DB04029,BE0000384,inhibitor
DB04044,BE0000916,inhibitor
DB04047,BE0000803,inhibitor
DB04066,BE0001653,inhibitor
DB04066,BE0000322,inhibitor
DB04066,BE0003634,inhibitor
DB04066,BE0002437,inhibitor
DB04066,BE0003628,inhibitor
DB04066,BE0000267,inhibitor
DB04066,BE0000535,inhibitor
DB04076,BE0000250,inhibitor
DB04080,BE0000838,inhibitor
DB04089,BE0000322,inhibitor
DB04094,BE0000695,inhibitor
DB04095,BE0000250,inhibitor
DB04106,BE0001979,inhibitor
DB04115,BE0002449,inhibitor
DB04129,BE0000640,inhibitor
DB04132,BE0001167,inhibitor
DB04132,BE0002281,ligand
DB04133,BE0000576,inhibitor
DB04133,BE0000302,inhibitor
DB04137,BE0001055,inhibitor
DB04137,BE0001245,inhibitor
DB04139,BE0001260,inhibitor
DB04139,BE0000458,ligand
DB04147,BE0000612,inhibitor
DB04147,BE0002196,ligand
DB04149,BE0001133,inhibitor
DB04149,BE0000487,inhibitor
DB04152,BE0000346,agonist
DB04160,BE0000776,inhibitor
DB04160,BE0001517,modulator
DB04163,BE0002201,inhibitor
DB04177,BE0000732,inhibitor
DB04178,BE0000599,inhibitor
DB04188,BE0000566,inhibitor
DB04195,BE0000916,inhibitor
DB04196,BE0000803,inhibitor
DB04198,BE0001516,inhibitor
DB04202,BE0000133,inhibitor
DB04203,BE0000322,inhibitor
DB04209,BE0004425,blocker
DB04209,BE0014924,blocker
DB04209,BE0004426,blocker
DB04209,BE0001156,antagonist
DB04209,BE0001156,inhibitor
DB04209,BE0005300,blocker
DB04209,BE0004427,blocker
DB04209,BE0000553,inhibitor
DB04209,BE0003959,regulator
DB04209,BE0010192,regulator
DB04209,BE0004895,inhibitor
DB04209,BE0000878,modulator
DB04209,BE0010193,inhibitor
DB04209,BE0027477,antagonist
DB04213,BE0000950,inhibitor
DB04214,BE0000267,inhibitor
DB04214,BE0000322,inhibitor
DB04216,BE0003462,inhibitor
DB04216,BE0016122,inhibitor
DB04216,BE0017259,inhibitor
DB04216,BE0000220,inhibitor
DB04216,BE0005461,inhibitor
DB04216,BE0000956,activator
DB04218,BE0002214,inhibitor
DB04223,BE0000067,inhibitor
DB04223,BE0000263,inhibitor
DB04224,BE0001194,inhibitor
DB04224,BE0003998,inhibitor
DB04224,BE0000215,ligand
DB04233,BE0000683,inhibitor
DB04242,BE0002196,inhibitor
DB04250,BE0002180,substrate
DB04253,BE0000220,inhibitor
DB04256,BE0000974,antagonist
DB04256,BE0001192,antagonist
DB04256,BE0002342,antagonist
DB04256,BE0000824,antagonist
DB04258,BE0000779,inhibitor
DB04260,BE0000250,inhibitor
DB04261,BE0000302,inhibitor
DB04263,BE0000404,inhibitor
DB04264,BE0000882,inhibitor
DB04272,BE0009973,inhibitor
DB04272,BE0000233,binder
DB04272,BE0009159,activator
DB04272,BE0000747,inhibitor
DB04272,BE0001524,substrate
DB04272,BE0001524,inhibitor
DB04272,BE0001482,weak inhibitor
DB04272,BE0001914,inhibitor
DB04275,BE0000515,inhibitor
DB04286,BE0000221,inhibitor
DB04287,BE0001640,inhibitor
DB04289,BE0000332,inhibitor
DB04295,BE0000916,inhibitor
DB04297,BE0003460,activator
DB04297,BE0010100,regulator
DB04297,BE0000704,downregulator
DB04306,BE0002201,inhibitor
DB04307,BE0002196,ligand
DB04310,BE0002535,inhibitor
DB04315,BE0001035,inhibitor
DB04315,BE0009166,inhibitor
DB04315,BE0002700,inhibitor
DB04315,BE0001710,inhibitor
DB04325,BE0000451,inhibitor
DB04327,BE0005530,substrate
DB04334,BE0001002,inhibitor
DB04338,BE0001019,inhibitor
DB04338,BE0000923,inhibitor
DB04339,BE0004756,modulator
DB04339,BE0010121,activator
DB04339,BE0010046,inhibitor
DB04339,BE0004604,inducer
DB04348,BE0003643,modulator
DB04348,BE0005788,modulator
DB04348,BE0004523,inhibitor
DB04348,BE0001967,ligand
DB04356,BE0001516,inhibitor
DB04360,BE0000302,inhibitor
DB04365,BE0000092,inhibitor
DB04367,BE0003381,inhibitor
DB04367,BE0003382,inhibitor
DB04367,BE0000870,inhibitor
DB04367,BE0000923,inhibitor
DB04367,BE0000036,inhibitor
DB04368,BE0002535,inhibitor
DB04368,BE0002201,inhibitor
DB04371,BE0000322,inhibitor
DB04376,BE0002417,inhibitor
DB04377,BE0000574,inhibitor
DB04379,BE0000270,inhibitor
DB04381,BE0001122,activator
DB04381,BE0000133,inhibitor
DB04387,BE0000270,inhibitor
DB04389,BE0001687,inhibitor
DB04392,BE0001184,inhibitor
DB04393,BE0000332,inhibitor
DB04400,BE0000005,inhibitor
DB04400,BE0000614,inhibitor
DB04409,BE0000689,inhibitor
DB04426,BE0001074,inhibitor
DB04426,BE0001159,inhibitor
DB04440,BE0002214,inhibitor
DB04452,BE0001363,inhibitor
DB04453,BE0002639,ligand
DB04457,BE0000021,inhibitor
DB04459,BE0000394,inhibitor
DB04460,BE0002700,inhibitor
DB04462,BE0003790,inhibitor
DB04462,BE0001065,inhibitor
DB04462,BE0002790,inhibitor
DB04462,BE0001016,inhibitor
DB04462,BE0010424,inhibitor
DB04462,BE0003382,inhibitor
DB04462,BE0000677,inhibitor
DB04462,BE0000254,inhibitor
DB04462,BE0009988,inhibitor
DB04462,BE0004105,inhibitor
DB04462,BE0000923,inhibitor
DB04462,BE0001019,inhibitor
DB04462,BE0003390,inhibitor
DB04462,BE0000870,inhibitor
DB04462,BE0000842,inhibitor
DB04462,BE0000428,inhibitor
DB04462,BE0001132,inhibitor
DB04462,BE0001209,inhibitor
DB04463,BE0003074,ligand
DB04464,BE0000196,inhibitor
DB04464,BE0000280,inhibitor
DB04466,BE0000574,modulator
DB04468,BE0000123,modulator
DB04468,BE0003722,inhibitor
DB04474,BE0003998,inhibitor
DB04485,BE0001218,substrate
DB04485,BE0001929,substrate
DB04485,BE0004639,substrate
DB04485,BE0001260,substrate
DB04487,BE0000934,inhibitor
DB04491,BE0000854,inhibitor
DB04493,BE0002431,inhibitor
DB04493,BE0011215,inhibitor
DB04495,BE0000838,inhibitor
DB04502,BE0001292,inhibitor
DB04503,BE0000021,inhibitor
DB04509,BE0002705,inhibitor
DB04522,BE0001193,inhibitor
DB04522,BE0000916,inhibitor
DB04522,BE0001385,inhibitor
DB04523,BE0003417,inhibitor
DB04530,BE0000021,inhibitor
DB04530,BE0000050,inhibitor
DB04530,BE0000487,inhibitor
DB04531,BE0001145,inhibitor
DB04534,BE0000005,inhibitor
DB04534,BE0000263,inhibitor
DB04539,BE0001759,inhibitor
DB04540,BE0000494,activator
DB04540,BE0009096,ligand
DB04545,BE0000978,inhibitor
DB04552,BE0003997,inhibitor
DB04552,BE0000262,inhibitor
DB04552,BE0002376,inducer
DB04556,BE0000426,inhibitor
DB04557,BE0000017,inhibitor
DB04557,BE0001777,ligand
DB04559,BE0000263,inhibitor
DB04560,BE0000050,inhibitor
DB04566,BE0000761,inhibitor
DB04566,BE0001516,inhibitor
DB04566,BE0002700,inhibitor
DB04566,BE0000722,inhibitor
DB04566,BE0000916,inhibitor
DB04570,BE0002393,binder
DB04570,BE0000790,inhibitor
DB04570,BE0000588,inhibitor
DB04570,BE0000488,inhibitor
DB04570,BE0000744,inhibitor
DB04571,BE0004796,cross-linking/alkylation
DB04572,BE0004796,cross-linking/alkylation
DB04573,BE0000123,agonist
DB04573,BE0000792,agonist
DB04574,BE0000123,agonist
DB04574,BE0000792,agonist
DB04575,BE0000123,agonist
DB04575,BE0000123,modulator
DB04576,BE0002425,inhibitor
DB04576,BE0000366,inhibitor
DB04576,BE0000429,inhibitor
DB04576,BE0000742,inhibitor
DB04577,BE0000854,inhibitor
DB04581,BE0000731,inhibitor
DB04586,BE0000021,inhibitor
DB04599,BE0000756,inhibitor
DB04599,BE0000451,inhibitor
DB04607,BE0001072,inhibitor
DB04614,BE0000426,inhibitor
DB04615,BE0000426,inhibitor
DB04616,BE0000426,inhibitor
DB04620,BE0000365,inhibitor
DB04630,BE0000502,blocker
DB04630,BE0000668,agonist
DB04652,BE0000329,substrate
DB04652,BE0000329,product of
DB04652,BE0000794,agonist
DB04652,BE0000668,inhibitor
DB04655,BE0002201,inhibitor
DB04655,BE0002436,inhibitor
DB04658,BE0002422,inhibitor
DB04660,BE0000247,modulator
DB04665,BE0000535,inhibitor
DB04665,BE0000267,inhibitor
DB04665,BE0003628,inhibitor
DB04665,BE0002437,inhibitor
DB04665,BE0003634,inhibitor
DB04665,BE0000322,inhibitor
DB04665,BE0001653,inhibitor
DB04674,BE0000521,inhibitor
DB04690,BE0000971,inhibitor
DB04696,BE0000021,inhibitor
DB04703,BE0002226,inhibitor
DB04703,BE0003404,regulator
DB04705,BE0013275,agonist
DB04707,BE0000765,activator
DB04707,BE0001016,inhibitor
DB04711,BE0000530,binder
DB04714,BE0000776,inhibitor
DB04716,BE0002408,inhibitor
DB04716,BE0003493,inhibitor
DB04716,BE0004146,inhibitor
DB04719,BE0004012,inhibitor
DB04719,BE0017531,inhibitor
DB04723,BE0003407,inhibitor
DB04725,BE0000248,inhibitor
DB04728,BE0002449,inhibitor
DB04729,BE0000279,adduct
DB04729,BE0004799,adduct
DB04743,BE0000262,inhibitor
DB04743,BE0010497,modulator
DB04743,BE0000994,inhibitor
DB04745,BE0000742,inhibitor
DB04745,BE0002425,inhibitor
DB04751,BE0001072,inhibitor
DB04751,BE0001082,inhibitor
DB04753,BE0000250,inhibitor
DB04754,BE0000250,inhibitor
DB04757,BE0000250,inhibitor
DB04769,BE0001315,inhibitor
DB04769,BE0002196,inhibitor
DB04781,BE0000050,inhibitor
DB04786,BE0001064,inhibitor
DB04786,BE0002401,antagonist
DB04786,BE0003362,inhibitor
DB04786,BE0000387,antagonist
DB04786,BE0000739,agonist
DB04786,BE0000048,inhibitor
DB04786,BE0001640,inhibitor
DB04787,BE0000557,agonist
DB04794,BE0000233,inhibitor
DB04795,BE0002705,inhibitor
DB04796,BE0000779,agonist
DB04797,BE0001019,inhibitor
DB04800,BE0000623,inhibitor
DB04801,BE0001007,inhibitor
DB04812,BE0000069,inhibitor
DB04813,BE0000123,inhibitor
DB04813,BE0012693,inhibitor
DB04813,BE0000792,inhibitor
DB04813,BE0003511,inhibitor
DB04815,BE0000632,inhibitor
DB04817,BE0000017,inhibitor
DB04818,BE0002198,inhibitor
DB04818,BE0002196,inhibitor
DB04821,BE0000756,antagonist
DB04824,BE0000123,agonist
DB04825,BE0004946,inhibitor
DB04828,BE0000017,modulator
DB04828,BE0000262,modulator
DB04829,BE0000451,inhibitor
DB04829,BE0000291,inhibitor
DB04829,BE0000393,agonist
DB04832,BE0000749,inhibitor
DB04832,BE0002196,inhibitor
DB04832,BE0002198,inhibitor
DB04834,BE0000560,antagonist
DB04835,BE0000911,antagonist
DB04835,BE0000911,inhibitor
DB04836,BE0000647,inhibitor
DB04837,BE0000442,antagonist
DB04838,BE0000691,inhibitor
DB04839,BE0000132,antagonist
DB04840,BE0000486,inducer
DB04841,BE0000356,inhibitor
DB04841,BE0000483,inhibitor
DB04841,BE0000864,inhibitor
DB04841,BE0000012,inhibitor
DB04841,BE0027477,antagonist
DB04841,BE0000442,antagonist
DB04842,BE0000756,antagonist
DB04842,BE0000451,antagonist
DB04842,BE0000679,inhibitor
DB04843,BE0000092,antagonist
DB04843,BE0000247,antagonist
DB04843,BE0000045,antagonist
DB04844,BE0000118,inhibitor
DB04844,BE0000756,inhibitor
DB04845,BE0001415,inhibitor
DB04846,BE0000172,antagonist
DB04846,BE0000694,agonist
DB04846,BE0001012,agonist
DB04846,BE0000289,antagonist
DB04846,BE0000572,antagonist
DB04846,BE0000342,antagonist
DB04847,BE0002217,inhibitor
DB04847,BE0002211,inhibitor
DB04847,BE0002219,inhibitor
DB04849,BE0000369,inhibitor
DB04850,BE0004800,antagonist
DB04850,BE0004800,blocker
DB04851,BE0001032,modulator
DB04852,BE0000232,inhibitor
DB04853,BE0000924,agonist
DB04854,BE0002204,inhibitor
DB04855,BE0000501,antagonist
DB04855,BE0004717,blocker
DB04855,BE0000575,antagonist
DB04855,BE0000715,antagonist
DB04855,BE0000289,antagonist
DB04855,BE0000572,antagonist
DB04855,BE0000342,antagonist
DB04855,BE0000090,inhibitor
DB04855,BE0000430,inhibitor
DB04855,BE0002359,inhibitor
DB04855,BE0002357,inhibitor
DB04855,BE0002355,inhibitor
DB04855,BE0000303,inhibitor
DB04855,BE0002354,inhibitor
DB04855,BE0002358,inhibitor
DB04855,BE0002356,inhibitor
DB04855,BE0000210,inhibitor
DB04855,BE0000197,inhibitor
DB04855,BE0001028,inhibitor
DB04855,BE0000672,inhibitor
DB04855,BE0009631,inhibitor
DB04855,BE0000986,inhibitor
DB04855,BE0003604,inhibitor
DB04855,BE0000172,antagonist
DB04855,BE0000687,inhibitor
DB04856,BE0001158,inhibitor
DB04856,BE0000402,inhibitor
DB04857,BE0000749,modulator
DB04858,BE0000742,modulator
DB04858,BE0002425,modulator
DB04859,BE0000426,inhibitor
DB04860,BE0000155,agonist
DB04861,BE0000172,antagonist
DB04861,BE0000694,antagonist
DB04861,BE0001012,agonist
DB04862,BE0000761,inhibitor
DB04862,BE0000511,inhibitor
DB04862,BE0000767,inhibitor
DB04863,BE0000439,modulator
DB04863,BE0001155,modulator
DB04864,BE0000426,inhibitor
DB04865,BE0004749,antagonist
DB04865,BE0003833,antagonist
DB04867,BE0000402,antagonist
DB04868,BE0000014,inhibitor
DB04868,BE0000453,antagonist
DB04869,BE0009009,antagonist
DB04870,BE0002342,agonist
DB04870,BE0000974,agonist
DB04871,BE0000533,agonist
DB04872,BE0002371,antagonist
DB04873,BE0000084,antagonist
DB04875,BE0000444,modulator
DB04876,BE0000854,inhibitor
DB04877,BE0001032,inhibitor
DB04878,BE0000837,inhibitor
DB04879,BE0000767,inhibitor
DB04879,BE0000023,inhibitor
DB04879,BE0000369,inhibitor
DB04879,BE0000029,inhibitor
DB04880,BE0000436,inhibitor
DB04881,BE0001032,inhibitor
DB04882,BE0000971,inhibitor
DB04883,BE0000521,antagonist
DB04885,BE0000311,modulator
DB04886,BE0002050,inhibitor
DB04887,BE0002050,modulator
DB04888,BE0000291,modulator
DB04888,BE0000756,modulator
DB04889,BE0000486,modulator
DB04889,BE0000749,modulator
DB04890,BE0000442,antagonist
DB04892,BE0000426,inhibitor
DB04892,BE0002180,inhibitor
DB04894,BE0003528,inducer
DB04894,BE0002147,agonist
DB04894,BE0000384,antagonist
DB04895,BE0000163,antagonist
DB04896,BE0000749,inhibitor
DB04896,BE0000486,inhibitor
DB04896,BE0004956,inhibitor
DB04898,BE0000048,inhibitor
DB04899,BE0000556,binder
DB04901,BE0000847,antibody
DB04903,BE0003594,modulator
DB04905,BE0001032,inducer
DB04905,BE0000442,antagonist
DB04908,BE0000291,agonist
DB04908,BE0000451,antagonist
DB04908,BE0000389,antagonist
DB04908,BE0000389,agonist
DB04911,BE0000803,inhibitor
DB04911,BE0009912,binder
DB04911,BE0009913,inhibitor
DB04911,BE0009914,disruptor
DB04915,BE0001156,modulator
DB04915,BE0004728,modulator
DB04917,BE0000084,modulator
DB04918,BE0002391,inhibitor
DB04918,BE0002392,inhibitor
DB04918,BE0003624,inhibitor
DB04918,BE0001868,inhibitor
DB04920,BE0002357,blocker
DB04920,BE0002355,blocker
DB04920,BE0002359,blocker
DB04920,BE0000430,blocker
DB04924,BE0000426,inhibitor
DB04930,BE0000141,inhibitor
DB04931,BE0009682,inhibitor
DB04931,BE0002447,agonist
DB04932,BE0000013,agonist
DB04932,BE0000924,agonist
DB04932,BE0000241,agonist
DB04933,BE0002442,inhibitor
DB04938,BE0000123,antagonist
DB04938,BE0000123,agonist
DB04941,BE0004746,antagonist
DB04941,BE0001195,antagonist
DB04942,BE0000663,agonist
DB04942,BE0000206,agonist
DB04944,BE0000677,modulator
DB04944,BE0000254,modulator
DB04944,BE0009988,modulator
DB04946,BE0000451,antagonist
DB04946,BE0000756,antagonist
DB04946,BE0000291,antagonist
DB04946,BE0000533,antagonist
DB04946,BE0000945,antagonist
DB04946,BE0000650,antagonist
DB04946,BE0000501,antagonist
DB04946,BE0000289,antagonist
DB04946,BE0000572,antagonist
DB04946,BE0000342,antagonist
DB04946,BE0000172,antagonist
DB04946,BE0000694,antagonist
DB04946,BE0000020,antagonist
DB04946,BE0000581,antagonist
DB04946,BE0000389,antagonist
DB04946,BE0000145,antagonist
DB04946,BE0000442,antagonist
DB04947,BE0000647,inhibitor
DB04948,BE0000289,agonist
DB04948,BE0000501,agonist
DB04948,BE0000291,agonist
DB04948,BE0000650,agonist
DB04948,BE0000533,agonist
DB04948,BE0000659,agonist
DB04951,BE0000984,modulator
DB04953,BE0002398,modulator
DB04954,BE0000013,agonist
DB04958,BE0000183,antibody
DB04958,BE0000183,regulator
DB04960,BE0000776,inhibitor
DB04960,BE0002373,modulator
DB04960,BE0002372,modulator
