drugbank_id,name,cas_number,unii
DB01061,Azlocillin sodium,37091-65-9,DWV1EFW947
DB01062,Oxybutynin chloride,1508-65-2,L9F3D9RENQ
DB01063,Acetophenazine maleate,5714-00-1,3P5HNU5JTC
DB01064,Isoprenaline hydrochloride,51-30-9,DIA2A74855
DB01064,Isoproterenol sulfate,6078-56-4,925FX3X776
DB01066,Cefditoren pivoxil,117467-28-4,78THA212DH
DB01069,Promethazine hydrochloride,58-33-3,R61ZEH7I1I
DB01069,Promethazine teoclate,17693-51-5,S5PUP23U26
DB01072,Atazanavir sulfate,229975-97-7,4MT4VIE29P
DB01073,Fludarabine phosphate,75607-67-9,1X9VK9O1SC
DB01074,Perhexiline maleate,6724-53-4,K7V8Y90G0H
DB01075,Diphenhydramine citrate,88637-37-0,4OD433S209
DB01075,Diphenhydramine hydrochloride,147-24-0,TC2D6JAD40
DB01075,Diphenhydramine methylbromide,31065-89-1,UJO67AO8YI
DB01075,Diphenhydramine salicylate,7491-10-3,707L3YC54L
DB01076,Atorvastatin calcium,134523-03-8,C0GEJ5QCSO
DB01076,Atorvastatin calcium trihydrate,344423-98-9,48A5M73Z4Q
DB01077,Etidronate disodium,7414-83-7,M16PXG993G
DB01079,Tegaserod maleate,189188-57-6,E5XNT3RF5A
DB01081,Diphenoxylate hydrochloride,3810-80-8,W24OD7YW48
DB01082,Streptomycin Sulfate,3810-74-0,CW25IKJ202
DB01084,Emedastine difumarate,87233-62-3,42MB94QOSM
DB01085,Pilocarpine hydrochloride,54-71-7,0WW6D218XJ
DB01085,Pilocarpine nitrate,148-72-1,M20T465H6J
DB01085,Pilocarpine pamoate,63036-94-2,9O3667EIIX
DB01086,Benzocaine hydrochloride,23239-88-5,OG625Z9LEO
DB01087,Primaquine phosphate,63-45-6,H0982HF78B
DB01088,Iloprost tromethamine,697225-02-8,807T91913V
DB01089,Deserpidine hydrochloride,6033-69-8,6LPC48045D
DB01090,Pentolinium tartrate,52-62-0,953357GACY
DB01091,Butenafine hydrochloride,101827-46-7,R8XA2029ZI
DB01095,Fluvastatin sodium,93957-55-2,PYF7O1FV7F
DB01098,Rosuvastatin calcium,147098-20-2,83MVU38M7Q
DB01098,Rosuvastatin zinc,953412-08-3,70VE4E19Z7
DB01102,Arbutamine hydrochloride,125251-66-3,K0NF2CPJ7F
DB01103,Quinacrine dihydrochloride,69-05-6,81A613ZZ6X
DB01103,Quinacrine hydrochloride,6151-30-0,G6242H2NAA
DB01104,Sertraline hydrochloride,79559-97-0,UTI8907Y6X
DB01105,Sibutramine hydrochloride,125494-59-9,OGM0YHD1WF
DB01106,Levocabastine hydrochloride,79547-78-7,124XMA6YEI
DB01109,Heparin calcium,37270-89-6,M4F288ZCTR
DB01109,Heparin sodium,,ZZ45AB24CA
DB01110,Miconazole nitrate,22832-87-7,VW4H1CYW1K
DB01111,Colistimethate sodium,8068-28-8,XW0E5YS77G
DB01112,Cefuroxime axetil,64544-07-6,Z49QDT0J8Z
DB01112,Cefuroxime sodium,56238-63-2,R8A7M9MY61
DB01113,Papaverine codecarboxylate,56896-69-6,3RX65N0VN7
DB01113,Papaverine hydrochloride,61-25-6,23473EC6BQ
DB01113,Papaverine sulfate,2053-26-1,7A476JZB2T
DB01114,Chlorpheniramine gluconate,25387-68-2,79YPK3BAIT
DB01114,Chlorpheniramine hydrochloride,56343-98-7,5S6VUP419V
DB01114,Chlorpheniramine maleate,113-92-8,V1Q0O9OJ9Z
DB01114,Chlorpheniramine tannate,1405-56-7,72JT935YTT
DB01116,Trimethaphan camsylate,68-91-7,8W556014K9
DB01118,Amiodarone hydrochloride,19774-82-4,976728SY6Z
DB01119,Diazoxide choline,1098065-76-9,2U8NRZ7P8L
DB01122,Ambenonium chloride,115-79-7,51FOB87G3I
DB01123,Proflavine hemisulfate,1811-28-5,27V8M747VB
DB01124,Tolbutamide sodium,473-41-6,E830VC49W5
DB01127,Econazole nitrate,24169-02-6,H438WYN10E
DB01129,Rabeprazole sodium,117976-90-6,3L36P16U4R
DB01131,Proguanil hydrochloride,637-32-1,R71Y86M0WT
DB01132,Pioglitazone hydrochloride,112529-15-4,JQT35NPK6C
DB01133,Tiludronate Disodium,149845-07-8,BH6M93CIA0
DB01135,Doxacurium chloride,83348-52-1,M78TVM3G5Z
DB01136,Carvedilol phosphate,610309-89-2,EQT531S367
DB01137,Levofloxacin hemihydrate,138199-71-0,6GNT3Y5LMF
DB01139,Cefapirin benzathine,97468-37-6,90G868409O
DB01139,Cefapirin sodium,24356-60-3,431LFF7I7J
DB01140,Cefadroxil hemihydrate,119922-85-9,J9CMF6461M
DB01140,Cefadroxil monohydrate,66592-87-8,280111G160
DB01140,Cefadroxil sodium,42284-83-3,SSZ6380I0I
DB01141,Micafungin sodium,208538-73-2,IS1UP79R56
DB01142,Doxepin hydrochloride,1229-29-4,3U9A0FE9N5
DB01143,Amifostine trihydrate,112901-68-5,M487QF2F4V
DB01145,Sulfoxone sodium,144-75-2,57OWB0Q221
DB01146,Diphenylpyraline hydrochloride,132-18-3,G9FU7F1E87
DB01147,Cloxacillin benzathine,23736-58-5,AC79L7PV2G
DB01147,Cloxacillin sodium,642-78-4,MWQ645MKMF
DB01147,Cloxacillin sodium hydrate,7081-44-9,65LCB00B4Y
DB01148,Flavoxate hydrochloride,3717-88-2,9C05J6089W
DB01149,Nefazodone hydrochloride,82752-99-6,27X63J94GR
DB01150,Cefprozil monohydrate,121123-17-9,3ADV90MJVU
DB01151,Desipramine hydrochloride,58-28-6,1Y58DO4MY1
DB01153,Sertaconazole nitrate,99592-39-9,1DV05410M5
DB01154,Thiamylal sodium,337-47-3,T4L2P3KH7K
DB01155,Gemifloxacin mesylate,210353-53-0,X4S9F8RL01
DB01156,Bupropion hydrobromide,905818-69-1,E70G3G5863
DB01156,Bupropion hydrochloride,31677-93-7,ZG7E5POY8O
DB01157,Trimetrexate glucuronate,82952-64-5,L137U4A79K
DB01158,Bretylium tosylate,61-75-6,78ZP3YR353
DB01161,Chloroprocaine hydrochloride,3858-89-7,LT7Z1YW11H
DB01162,Terazosin hydrochloride,63074-08-8,8QOP8Z9955
DB01162,Terazosin hydrochloride hydrate,70024-40-7,D32S14F082
DB01164,Calcium chloride dihydrate,10035-04-8,M4I0D6VV5M
DB01164,Calcium chloride hexahydrate,7774-34-7,1D898P42YW
DB01165,Ofloxacin hydrochloride,118120-51-7,I2UWV315WA
DB01168,Procarbazine hydrochloride,366-70-1,XH0NPH5ZX8
DB01170,Guanethidine monosulfate,645-43-2,5UBY8Y002G
DB01170,Guanethidine sulfate,60-02-6,8AQ60474G9
DB01172,Kanamycin sulfate,25389-94-0,J80EX28SMQ
DB01173,Orphenadrine citrate,4682-36-4,X0A40N8I4S
DB01173,Orphenadrine hydrochloride,341-69-5,UBY910DUXH
DB01174,Phenobarbital sodium,57-30-7,SW9M9BB5K3
DB01175,Escitalopram oxalate,219861-08-2,5U85DBW7LO
DB01176,Cyclizine hydrochloride,303-25-3,W0O1NHP4WE
DB01176,Cyclizine lactate,5897-19-8,861R00J986
DB01177,Idarubicin hydrochloride,57852-57-0,5VV3MDU5IE
DB01182,Propafenone hydrochloride,34183-22-7,33XCH0HOCD
DB01183,Naloxone hydrochloride,357-08-4,F850569PQR
DB01183,Naloxone hydrochloride dihydrate,51481-60-8,5Q187997EE
DB01184,Domperidone maleate,83898-65-1,899U5WF46A
DB01186,Pergolide mesylate,66104-23-2,55B9HQY616
DB01188,Ciclopirox olamine,41621-49-2,50MD4SB4AP
DB01190,Clindamycin hydrochloride,21462-39-5,T20OQ1YN1W
DB01190,Clindamycin palmitate hydrochloride,25507-04-4,VN9A8JM7M7
DB01190,Clindamycin phosphate,24729-96-2,EH6D7113I8
DB01192,Oxymorphone hydrochloride,357-07-3,5Y2EI94NBC
DB01193,Acebutolol hydrochloride,34381-68-5,B025Y34C54
DB01195,Flecainide acetate,54143-56-5,M8U465Q1WQ
DB01196,Estramustine sodium phosphate,1227300-83-5,75F375MT2N
DB01196,Estramustine sodium phosphate anhydrous,52205-73-9,
DB01199,Tubocurarine chloride pentahydrate,6989-98-6,900961Z8VR
DB01200,Bromocriptine mesylate,22260-51-1,FFP983J3OD
DB01201,Rifapentine hydrochloride,127923-87-9,5915QBW8LA
DB01204,Mitoxantrone hydrochloride,70476-82-3,U6USW86RD0
DB01210,Levobunolol hydrochloride,27912-14-7,O90S49LDHH
DB01211,Clarithromycin citrate,848130-51-8,16K08R7NG0
DB01212,Ceftriaxone sodium,104376-79-6,023Z5BR09K
DB01213,Fomepizole sulfate,211626-47-0,93AY3O3G2W
DB01214,Metipranolol hydrochloride,36592-77-5,FBW237ALKD
DB01218,Halofantrine hydrochloride,36167-63-2,H77DL0Y630
DB01219,Dantrolene sodium,24868-20-0,287M0347EV
DB01221,Ketamine hydrochloride,1867-66-9,O18YUO0I83
DB01223,Aminophylline dihydrate,5897-66-5,C229N9DX94
DB01224,Quetiapine fumarate,111974-72-2,2S3PL1B6UJ
DB01225,Enoxaparin sodium,679809-58-6,8NZ41MIK1O
DB01226,Mivacurium chloride,106861-44-3,600ZG213C3
DB01227,Levacetylmethadol hydrochloride,43033-72-3,B54CW5KG52
DB01228,Encainide hydrochloride,66794-74-9,4CH7J36N9S
DB01231,Diphenidol hydrochloride,3254-89-5,DG355XWQ4T
DB01232,Saquinavir mesylate,149845-06-7,UHB9Z3841A
DB01233,Metoclopramide hydrochloride,54143-57-6,W1792A2RVD
DB01233,Metoclopramide hydrochloride anhydrous,7232-21-5,7B1QZY5SWZ
DB01234,Dexamethasone phosphate,312-93-6,2BP70L44PR
DB01234,Dexamethasone sodium phosphate,2392-39-4,AI9376Y64P
DB01237,Bromodiphenhydramine hydrochloride,1808-12-4,202J683U97
DB01239,Chlorprothixene hydrochloride,6469-93-8,268KCR965N
DB01240,Epoprostenol sodium,61849-14-7,4K04IQ1OF4
DB01242,Clomipramine hydrochloride,17321-77-6,2LXW0L6GWJ
DB01244,Bepridil hydrochloride,74764-40-2,4W2P15D93M
DB01244,Bepridil hydrochloride anhydrous,68099-86-5,2TN7FF3W4M
DB01245,Decamethonium bromide,541-22-0,55C6RK944K
DB01246,Alimemazine tartrate,4330-99-8,362NW1LD6Z
DB01248,Docetaxel trihydrate,148408-66-6,15H5577CQD
DB01250,Olsalazine sodium,6054-98-4,Y7JEW0XG7I
DB01252,Mitiglinide calcium dihydrate,207844-01-7,9651C21W3Z
DB01253,Ergonovine maleate,129-51-1,YMH3D0ZJWV
DB01254,Dasatinib monohydrate,863127-77-9,RBZ1571X5H
DB01254,Dasatinib monolauryl sulfate,2398469-56-0,FY77PS0C4O
DB01255,Lisdexamfetamine dimesylate,608137-33-3,SJT761GEGS
DB01259,Lapatinib ditosylate,388082-78-8,G873GX646R
DB01261,Sitagliptin fumarate,837430-24-7,85ZK84E34T
DB01261,Sitagliptin hydrochloride monohydrate,862156-92-1,6DH2XG35TG
DB01261,Sitagliptin malate,1240039-02-4,6Q9M3E3GG7
DB01261,Sitagliptin phosphate,654671-77-9,TS63EW8X6F
DB01261,Sitagliptin tartrate hemihydrate,862156-93-2,79C7Y78XGP
DB01264,Darunavir dihydrate,2281870-65-1,KPC4NRB25L
DB01264,Darunavir ethanolate,635728-49-3,33O78XF0BW
DB01264,Darunavir propylene glycolate,1447721-06-3,6M6D7F3VC7
DB01267,Paliperidone palmitate,199739-10-1,R8P8USM8FR
DB01268,Sunitinib malate,341031-54-7,LVX8N1UT73
DB01273,Varenicline tartrate,375815-87-5,82269ASB48
DB01274,Arformoterol tartrate,200815-49-2,5P8VJ2I235
DB01275,Hydralazine hydrochloride,304-20-1,FD171B778Y
DB01278,Pramlintide acetate,196078-30-5,726I6TE06G
DB01284,Tetracosactide acetate,22633-88-1,H86HJ92K8Y
DB01288,Fenoterol hydrobromide,1944-12-3,RLI45Z99RB
DB01291,Pirbuterol acetate,65652-44-0,1EH73XKR9N
DB01291,Pirbuterol hydrochloride,38029-10-6,GR436K4GK8
DB01295,Bevantolol hydrochloride,42864-78-8,4VB9HU07BC
DB01296,Glucosamine hydrochloride,66-84-2,750W5330FY
DB01296,Glucosamine sulfate,14999-43-0,1FW7WLR731
DB01296,Glucosamine sulfate potassium chloride,1296149-08-0,15VQ11I66N
DB01296,Glucosamine sulfate sodium chloride,,7RI65CXJ9S
DB01297,Practolol hydrochloride,6996-43-6,AT88RXS5AE
DB01319,Fosamprenavir calcium,226700-81-8,ID1GU2627N
DB01319,Fosamprenavir sodium,226700-80-7,XSG28FSA0W
DB01320,Fosphenytoin sodium,92134-98-0,7VLR55452Z
DB01326,Cefamandole sodium,30034-03-8,IY6234ODVR
DB01327,Cefazolin sodium,27164-46-1,P380M0454Z
DB01328,Cefonicid sodium,61270-78-8,F74MFL78A1
DB01329,Cefoperazone sodium,62893-20-3,5FQG9774WD
DB01330,Cefotetan disodium,74356-00-6,0GXP746VXB
DB01331,Cefoxitin sodium,33564-30-6,Q68050H03T
DB01332,Ceftizoxime sodium,68401-82-1,26337D5X88
DB01333,Cefradine monohydrate,75975-70-1,FUC0D71IZN
DB01336,Metocurine chloride,33335-58-9,15BE4G33H2
DB01337,Pancuronium bromide,15500-66-0,U9LY9Y75X2
DB01338,Pipecuronium bromide,52212-02-9,R6ZTY81RE1
DB01339,Vecuronium bromide,50700-72-6,7E4PHP5N1D
DB01340,Cilazapril monohydrate,92077-78-6,19KW7PI29F
DB01344,Tolevamer calcium,37286-92-3,HUI2S00793
DB01344,Tolevamer potassium sodium,1011713-07-7,4A5OM7PI18
DB01344,Tolevamer sodium,9080-79-9,1699G8679Z
DB01347,Saprisartan potassium,146613-90-3,T28707PG7T
DB01348,Spirapril hydrochloride,94841-17-5,OCC25LM897
DB01351,Amobarbital sodium,64-43-7,G0313KNC7D
DB01352,Aprobarbital sodium,125-88-2,6T90V76R18
DB01355,Hexobarbital sodium,50-09-9,I788X867K7
DB01359,Penbutolol sulfate,38363-32-5,US71433228
DB01364,Ephedrine hydrochloride,50-98-6,NLJ6390P1Z
DB01364,Ephedrine sulfate,134-72-5,U6X61U5ZEG
DB01364,Ephedrine tannate,1405-94-3,1M92VL7U3I
DB01365,Mephentermine sulfate,1212-72-2,580655Z8RR
DB01366,Procaterol hydrochloride,62929-91-3,4VD1BRT7T8
DB01366,Procaterol hydrochloride hemihydrate,81262-93-3,8404I5HKFJ
DB01367,Rasagiline mesylate,161735-79-1,LH8C2JI290
DB01367,Rasagiline tartrate,136236-52-7,B9A329CN07
DB01369,Quinupristin mesylate,,91VAC8654E
DB01388,Mibefradil Dihydrochloride,116666-63-8,842TUP3PQ8
DB01392,Yohimbine hydrochloride,65-19-0,NB2E1YP49F
DB01397,Magnesium salicylate tetrahydrate,18917-95-8,41728CY7UX
DB01400,Neostigmine bromide,114-80-7,005SYP50G5
DB01400,Neostigmine methylsulfate,51-60-5,98IMH7M386
DB01403,Methotrimeprazine hydrochloride,1236-99-3,42BB1Y2586
DB01403,Methotrimeprazine maleate,7104-38-3,5KN5Y9V01K
DB01405,Temafloxacin hydrochloride,105784-61-0,OC5IGJ7J6I
DB01407,Clenbuterol hydrochloride,21898-19-1,GOR5747GWU
DB01408,Bambuterol hydrochloride,81732-46-9,786Q84QZ3F
DB01409,Tiotropium bromide,136310-93-5,XX112XZP0J
DB01409,Tiotropium bromide monohydrate,411207-31-3,L64SXO195N
DB01411,Pranlukast hydrate,150821-03-7,FR702N558K
DB01413,Cefepime hydrochloride,123171-59-5,I8X1O0607P
DB01414,Cefacetrile sodium,23239-41-0,87TH1FJY1N
DB01415,Ceftibuten dihydrate,118081-34-8,62F4443RWP
DB01416,Cefpodoxime proxetil,87239-81-4,2TB00A1Z7N
DB01416,Cefpodoxime sodium,82619-04-3,3ULP5169B3
DB01421,Paromomycin sulfate,1263-89-4,845NU6GJPS
DB01423,Stepronin sodium,78126-10-0,FR96Q1BI9E
DB01425,Alizapride hydrochloride,59338-87-3,41BT72BOQ7
DB01427,Amrinone lactate,75898-90-7,I229274Y5B
DB01429,Aprindine hydrochloride,33237-74-0,PB5EKT7Q2V
DB01430,Almitrine mesylate,29608-49-9,6RY6V6XM8T
DB01433,Methadyl acetate hydrochloride,38821-43-1,3ZD9WAO92T
DB01438,Phenazopyridine hydrochloride,136-40-3,0EWG668W17
DB01440,Calcium oxybate,82316-97-0,8W24SYD6ZI
DB01440,Magnesium oxybate,82316-98-1,G983HLV265
DB01440,Potassium oxybate,57769-01-4,S8NKF3H3KT
DB01452,Diamorphine hydrochloride,1502-95-0,8H672SHT8E
DB01454,Midomafetamine hydrochloride,,KNB4E1K0AV
DB01463,Fencamfamine hydrochloride,2240-14-4,0M1J60BWEX
DB01465,"2,5-dimethoxyamphetamine hydrochloride",24973-25-9,9SLP5AXR1F
DB01466,Ethylmorphine hydrochloride,125-30-4,MFM5450P3T
DB01478,Desmethylprodine hydrochloride,,
DB01482,Fenethylline hydrochloride,1892-80-4,YA7K8ADZ2V
DB01497,Etorphine Hydrochloride,13764-49-3,8CBE01N748
DB01501,Difenoxin hydrochloride,35607-36-4,VQZ63K01IW
DB01520,Tenocyclidine hydrochloride,1867-65-8,425WW340S2
DB01528,"2,5-dimethoxy-4-methylamphetamine hydrochloride",15589-00-1,S7Q374AHPJ
DB01535,Carfentanil citrate,61380-27-6,7LG286J8GV
DB01546,Alpha-ethyltryptamine acetate,118-68-3,3RY07R55EE
DB01548,Diprenorphine hydrochloride,16808-86-9,WBS7IEP4SN
DB01551,Dihydrocodeine bitartrate,5965-13-9,8LXS95BSA9
DB01551,Dihydrocodeine hydrochloride,36418-29-8,9073288YPO
DB01551,Dihydrocodeine hydroiodide,5965-15-1,6D04Y0152T
DB01551,Dihydrocodeine phosphate,24204-13-5,5D9XI60ASE
DB01551,Dihydrocodeine thiocyanate,84824-87-3,442C0H2H3P
DB01556,Chlorphentermine hydrochloride,151-06-4,RL11HOJ7DM
DB01576,Dextroamphetamine adipate,64770-52-1,YYI1A8W4TQ
DB01576,Dextroamphetamine saccharate,350708-40-6,G83415V073
DB01576,Dextroamphetamine sulfate,51-63-8,JJ768O327N
DB01577,Metamfetamine hydrochloride,51-57-0,997F43Z9CV
DB01577,Metamfetamine tartrate,62265-33-2,7520HJS99O
DB01579,Phendimetrazine tartrate,50-58-8,6985IP0T80
DB01580,Oxprenolol hydrochloride,6452-73-9,F4XSI7SNIU
DB01581,Sulfamerazine sodium,127-58-2,JOV4UJY07O
DB01582,Sulfamethazine sodium,1981-58-4,7Z13P9Q95C
DB01591,Solifenacin hydrochloride,180468-39-7,
DB01591,Solifenacin succinate,242478-38-2,KKA5DLD701
DB01597,Cilastatin sodium,81129-83-1,5428WXZ74M
DB01598,Imipenem monohydrate,74431-23-5,71OTZ9ZE0A
DB01602,Bacampicillin hydrochloride,37661-08-8,PM034U953T
DB01603,Methicillin sodium,7246-14-2,AO9YF4MN30
DB01603,Methicillin sodium anhydrous,132-92-3,NBQ410S76Y
DB01605,Pivmecillinam hydrochloride,32887-03-9,48FX7N21H2
DB01606,Tazobactam sodium,89785-84-2,UXA545ABTT
DB01607,Ticarcillin disodium,29457-07-6,G8TVV6DSYG
DB01610,Valganciclovir hydrochloride,175865-59-5,4P3T9QF9NZ
DB01611,Hydroxychloroquine sulfate,747-36-4,8Q2869CNVH
DB01614,Acepromazine maleate,3598-37-6,37862HP2OM
DB01616,Alverine citrate,5560-59-8,9JFB58YK1E
DB01618,Molindone hydrochloride,15622-65-8,1DWS68PNE6
DB01619,Phenindamine tartrate,569-59-5,28725X3PV8
DB01620,Pheniramine maleate,132-20-7,NYW905655B
DB01621,Pipotiazine palmitate,37517-26-3,4Q3H01QRMI
DB01623,Thiothixene hydrochloride,22189-31-7,B3CRJ1EWJU
DB01624,Zuclopenthixol acetate,85721-05-7,349S2ZHF05
DB01624,Zuclopenthixol decanoate,64053-00-5,TSS9KIZ5OG
DB01624,Zuclopenthixol dihydrochloride,58045-23-1,7042692VYN
DB01625,Isopropamide chloride,24353-18-2,F97R3WDS0Q
DB01625,Isopropamide iodide,71-81-8,E0KNA372SZ
DB01626,Pargyline hydrochloride,306-07-0,W70V6I2OMY
DB01627,Lincomycin hydrochloride,859-18-7,GCW8Y9936L
DB01627,Lincomycin hydrochloride monohydrate,7179-49-9,M6T05Z2B68
DB01628,Etoricoxib hydrochloride,202409-40-3,138Y28RY5E
DB01698,Rutoside trihydrate,250249-75-3,RF4N03853G
DB01718,Cetrimonium bromide,57-09-0,L64N7M9BWR
DB01718,Cetrimonium carboxydecyl PEG-8 dimethicone,,0T3143V100
DB01718,Cetrimonium chloride,112-02-7,UC9PE95IBP
DB01718,Cetrimonium hydroxide,505-86-2,8Q7D6895LV
DB01764,Dalfopristin mesylate,,R5U9EZY06G
DB01783,Calcium pantothenate,137-08-6,568ET80C3D
DB01783,Sodium pantothenate,867-81-2,OES0R93F0C
DB01839,Propylene glycol diacetate,623-84-7,5Z492UNF9O
DB01901,Sucrosofate potassium,76578-81-9,E6JGE99TEM
DB01914,D-glucose monohydrate,77938-63-7,LX22YL083G
DB01942,Calcium formate,544-17-2,NP3JD65NPY
DB01987,Cocarboxylase chloride,154-87-0,XMK8K8EVIU
DB01987,Cocarboxylase tetrahydrate,68684-55-9,749XRF8JS6
DB02034,Tridolgosir hydrochloride,214462-68-7,78KR51ES9B
DB02234,S-Ethyl isothiouronium bromide,1071-37-0,T9389OA11M
DB02234,S-ethylisothiouronium diethyl phosphate,21704-46-1,CTD25O6OBI
DB02240,Quinacrine mustard dihydrochloride,4213-45-0,RCB69HPY0X
DB02300,Calcipotriol hydrate,147657-22-5,S7499TYY6G
DB02329,Carbenoxolone disodium,7421-40-1,F1MP7242Z5
DB02362,Aminobenzoate potassium,138-84-1,41KZS5432U
DB02362,Aminobenzoate sodium,555-06-6,75UI7QUZ5J
DB02530,Gamma-Aminobutyric Acid Hydrochloride,5959-35-3,0S3LEB8Q58
DB02557,Phosphoramidon disodium,164204-38-0,3F7O684NXF
DB02579,Sodium acrylate,7446-81-3,7C98FKB43H
DB02579,Zinc diacrylate,14643-87-9,4720M0PK19
DB02638,Terlipressin acetate,,4U092XZF0K
DB02656,LY-294002 hydrochloride,,
DB02701,Nicotinamide hydrochloride,25334-23-0,4D16EOF1QW
DB02703,Fucidate sodium,751-94-0,J7P3696BCQ
DB02703,Fusidic acid hemihydrate,172343-30-5,W540G73230
DB02751,Glycocyamine hydrochloride,14901-20-3,45Z111CZBX
DB02751,Glycocyamine phosphate,81129-50-2,IFB3AE498K
DB02779,laurtrimonium bromide,1119-94-4,6IC8NZ97S2
DB02843,alpha-Glucose-1-phosphate disodium tetrahydrate,150399-99-8,845D8509AQ
DB02948,Fosmidomycin sodium,66508-37-0,IYI1EW66CX
DB03052,Dazoxiben hydrochloride,74226-22-5,G5AI939LWF
DB03088,Magnesium pidolate,62003-27-4,V5PC588N7G
DB03088,Sodium pidolate,54571-67-4,469OTG57A2
DB03088,Zinc pidolate,15454-75-8,C32PQ86DH4
DB03128,Acetylcholine chloride,60-31-1,AF73293C2R
DB03147,Flavin adenine dinucleotide disodium,84366-81-4,67U7UHJ04C
DB03201,D-Cysteine hydrochloride monohydrate,32443-99-5,
DB03206,Duvoglustat hydrochloride,73285-50-4,0RN23C42QR
DB03209,Oteracil potassium,2207-75-2,4R7FFA00RX
DB03229,Calcium 4-methyl-2-oxovalerate,51828-95-6,5L325UH89S
DB03247,Riboflavin 5'-phosphate sodium anhydrous,130-40-5,957E53WV42
DB03247,Riboflavin sodium phosphate,130-40-5,
DB03247,Riboflavin-5'-phosphate sodium salt dihydrate,6184-17-4,20RD1DZH99
DB03403,Cytidine 5'-Monophosphate Disodium Salt,,383W8FIS5C
DB03424,Ubenimex hydrochloride,65391-42-6,BY7Y2JX7NQ
DB03496,Alvocidib hydrochloride,131740-09-5,D48MS3A6N9
DB03523,Brequinar sodium,96201-88-6,49EEF6HRUS
DB03568,Sodium butyrate,156-54-7,8RAS91C36W
DB03568,α-keto-γ-methylselenobutyrate,,
DB03575,Phencyclidine hydrochloride,956-90-1,V1JZQ7GDTX
DB03585,Oxyphenbutazone monohydrate,7081-38-1,H806S4B3NS
DB03604,Tiratricol sodium,1477-04-9,3HK9045D54
DB03615,Ribostamycin sulfate,53797-35-6,QFN1QU7PEN
DB03695,Piritrexim isethionate,79483-69-5,V77I71FH72
DB03701,Vanoxerine hydrochloride,67469-78-7,MWO1IP03EV
DB03756,Doconexent sodium,81926-93-4,295P7EPT4C
DB03766,Sodium propionate,6700-17-0,9Z979E349R
DB03785,Lovastatin sodium,75225-50-2,LK08RY63S3
DB03793,Calcium benzoate,2090-05-3,3QDE968MKD
DB03793,Sodium benzoate,532-32-1,OJ245FE5EU
DB03796,16-chloropalmitic acid,,
DB03808,Hexamidine diisethionate,659-40-5,023XA5Z50L
DB03884,Calcium phenylpyruvate,51828-93-4,7V9Q5UU79A
DB03945,Phosphorylcholine chloride,107-73-3,96AN057F7A
DB03994,Ethanolamine acetate,54300-24-2,S20U1L1S25
DB03994,Ethanolamine hydrochloride,2002-24-6,KKP3YYL02F
DB03995,Betadex sulfobutyl ether sodium,182410-00-0,2PP9364507
DB04017,Clorgiline hydrochloride,17780-75-5,H38V165133
DB04074,Calcium alpha-Ketoisovalerate,51828-94-5,00T4085CBX
DB04115,Berberine chloride,633-65-8,UOT4O1BYV8
DB04115,Berberine sulfate anhydrous,316-41-6,FST3E667FF
DB04160,Sodium pyrophosphate,7722-88-5,O352864B8Z
DB04160,Sodium pyrophosphate decahydrate,13472-36-1,IY3DKB96QW
DB04209,Dequalinium acetate,4028-98-2,P8W4UX112S
DB04209,Dequalinium bromide,,
DB04209,Dequalinium chloride,522-51-0,XYS8INN1I6
DB04209,Dequalinium iodide,,
DB04209,Dequalinium undecenoate,,
DB04221,Didecyldimethylammonium chloride,7173-51-5,JXN40O9Y9B
DB04224,Calcium oleate,142-17-6,4K5QQP44TZ
DB04224,Oleate sodium,143-19-1,399SL044HN
DB04267,Sodium dipicolinate,4220-17-1,
DB04272,Citric acid monohydrate,5949-29-1,2968PHW8QP
DB04339,Carbocisteine lysine,49673-81-6,1D1Y95PXXA
DB04348,Sodium taurocholate,145-42-6,M6N3TH81NO
DB04365,Arecoline hydrobromide,300-08-3,24S79B9CX7
DB04398,Sodium lactate,72-17-3,TU7HW0W0QT
DB04500,Acedoben sodium,29305-16-6,IO8823D6X7
DB04545,Afegostat tartrate,919364-56-0,285ZJJ9773
DB04570,Latamoxef disodium,64953-12-4,5APW73W3QZ
DB04574,Estrone sodium sulfate,438-67-5,6K6FDA543A
DB04574,Estropipate,7280-37-7,SVI38UY019
DB04574,Potassium estrone sulfate,1240-04-6,C354LET0O4
DB04620,Cycloleucine hydrochloride,92398-48-6,Z72HVF4L7V
DB04626,Apramycin sulfate,65710-07-8,8UYL6NAZ3Q
DB04711,Iodipamide meglumine,3521-84-4,X064O0Y1A4
DB04711,Iodipamide sodium,2618-26-0,3J6WZA9PXS
DB04729,Gentamicin c1a sulfate,37713-04-5,S7K05PO157
DB04786,Suramin sodium,129-46-4,89521262IH
DB04813,Bithionolate sodium,6385-58-6,66V0139H9A
DB04817,Metamizole magnesium,6150-97-6,MS15642725
DB04817,Metamizole sodium,68-89-3,VSU62Z74ON
DB04817,Metamizole sodium monohydrate,5907-38-0,6429L0L52Y
DB04818,Iproniazid phosphate,305-33-9,8DE00V62TV
DB04819,Methapyrilene fumarate,33032-12-1,KJ5I25TXYL
DB04819,Methapyrilene hydrochloride,135-23-9,00S42N58OM
DB04821,Nomifensine maleate,32795-47-4,76S8CUH5MR
DB04822,Oxeladin citrate,52432-72-1,5AEV5C340C
DB04825,Prenylamine lactate,69-43-2,6J3J6SXI7V
