drugbank_id,kingdom,superclass,class,subclass,direct_parent
DB07995,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives
DB07996,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives
DB07997,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives
DB07999,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,2-naphthalene sulfonic acids and derivatives
DB08000,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,2-naphthalene sulfonic acids and derivatives
DB08001,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,o-Hydroxybenzoic acid esters
DB08003,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB08004,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Phenylimidazoles
DB08005,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,Indoles
DB08006,Organic compounds,Benzenoids,Anthracenes,,Anthracenes
DB08007,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives
DB08008,Organic compounds,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Trifluoromethylbenzenes
DB08009,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines,Indolines
DB08010,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB08011,Organic compounds,Organoheterocyclic compounds,Benzodioxanes,"Benzo-1,3-dioxanes","Benzo-1,3-dioxanes"
DB08012,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
DB08013,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
DB08014,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
DB08015,Organic compounds,Organoheterocyclic compounds,Benzodioxanes,"Benzo-1,3-dioxanes","Benzo-1,3-dioxanes"
DB08016,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Halopyrimidines
DB08017,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines
DB08018,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines
DB08019,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines
DB08020,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Hydroxyflavonoids,6-hydroxyflavonoids
DB08021,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,2-furanilides
DB08022,Organic compounds,Organoheterocyclic compounds,Benzothiazoles,,Benzothiazoles
DB08023,Organic compounds,Organoheterocyclic compounds,Imidazopyridines,,Imidazopyridines
DB08025,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Bipyridines and oligopyridines,Bipyridines and oligopyridines
DB08026,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB08027,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-phenylureas
DB08028,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes
DB08029,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB08030,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenylcarbonitriles
DB08031,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids
DB08032,Organic compounds,Organoheterocyclic compounds,Thiophenes,Thiophene carboxylic acids and derivatives,Thiophene carboxamides
DB08033,Organic compounds,Organoheterocyclic compounds,Thiophenes,Thiophene carboxylic acids and derivatives,Thiophene carboxamides
DB08034,Organic compounds,Benzenoids,Naphthalenes,,Naphthalenes
DB08035,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines,"Pyrazolo[3,4-d]pyrimidines","Pyrazolo[3,4-d]pyrimidines"
DB08036,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Carbazoles,Indolocarbazoles
DB08037,Organic compounds,Organoheterocyclic compounds,Pyrrolines,Phenylpyrrolines,Phenylpyrrolines
DB08038,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB08039,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines,Indolines
DB08040,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids
DB08041,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives
DB08042,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkyldiarylamines
DB08043,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Diarylethers
DB08044,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives
DB08045,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08046,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,Isoindolones
DB08047,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08048,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08049,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids,Neoflavones,Neoflavones
DB08050,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives
DB08051,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Beta amino acids and derivatives
DB08052,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyrazolylpyridines,Pyrazolylpyridines
DB08053,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08054,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,,Quinolines and derivatives
DB08055,Organic compounds,Organoheterocyclic compounds,"Imidazo[1,5-a]pyrazines",,"Imidazo[1,5-a]pyrazines"
DB08056,Organic compounds,Organoheterocyclic compounds,"Imidazo[1,5-a]pyrazines",,"Imidazo[1,5-a]pyrazines"
DB08057,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,N-arylpiperazines
DB08058,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Phthalazinones
DB08059,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxasteroids and derivatives,Oxasteroids and derivatives
DB08060,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones
DB08061,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08062,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,"Phenyl-1,2,4-triazoles"
DB08063,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives
DB08064,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-phenylureas
DB08065,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB08066,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB08067,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB08068,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides
DB08069,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,"Phenyl-1,2,4-triazoles"
DB08070,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08071,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
DB08072,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB08073,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles
DB08074,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-aminopurines
DB08075,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives
DB08076,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,"1,2,4-trisubstituted imidazoles"
DB08077,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives
DB08078,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones
DB08079,Organic compounds,Organoheterocyclic compounds,Diazines,Pyridazines and derivatives,Phenylpyridazines
DB08080,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues
DB08081,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives
DB08082,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,4-halobenzoic acids and derivatives
DB08083,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB08084,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives
DB08085,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzoyl derivatives
DB08086,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives
DB08087,Organic compounds,Organoheterocyclic compounds,Azolidines,Imidazolidines,Hydantoins
DB08088,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzonitriles,Benzonitriles
DB08089,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Aminoquinolines and derivatives,Aminoquinolines and derivatives
DB08090,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines
DB08091,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Phenylmorpholines
DB08092,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Phenylmorpholines
DB08093,Organic compounds,Benzenoids,Naphthalenes,,Naphthalenes
DB08094,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aryl-phenylketones
DB08095,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-phenylureas
DB08096,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purines and purine derivatives
DB08097,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Diarylethers
DB08098,Organic compounds,Organoheterocyclic compounds,Furans,Nitrofurans,Nitrofurans
DB08099,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines
DB08100,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB08101,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB08102,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Polybrominated biphenyls
DB08103,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Bromodiphenyl ethers
DB08104,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB08105,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB08106,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB08107,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB08108,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB08109,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids
DB08110,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids
DB08111,Organic compounds,Organoheterocyclic compounds,Diazines,Pyridazines and derivatives,Phenylpyridazines
DB08112,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB08113,Organic compounds,Organoheterocyclic compounds,Benzopyrazoles,Indazoles,Indazoles
DB08114,Organic compounds,Organoheterocyclic compounds,Azoles,Thiazoles,"2,5-disubstituted thiazoles"
DB08115,Organic compounds,Benzenoids,Naphthalenes,,Naphthalenes
DB08116,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",D-alpha-amino acids
DB08118,Organic compounds,Organosulfur compounds,Thioethers,Aryl thioethers,Diarylthioethers
DB08119,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives
DB08120,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides
DB08121,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB08122,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides
DB08123,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives
DB08124,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines,Indolines
DB08125,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides
DB08126,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides
DB08127,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids
DB08128,Organic compounds,Benzenoids,Tetralins,,Tetralins
DB08129,Organic compounds,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Trifluoromethylbenzenes
DB08130,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines
DB08131,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids
DB08132,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,1-naphthalene sulfonic acids and derivatives
DB08133,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB08134,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides
DB08135,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB08136,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB08137,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB08138,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB08139,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines,"Pyrazolo[1,5-a]pyrimidines","Pyrazolo[1,5-a]pyrimidines"
DB08140,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines,"Pyrazolo[1,5-a]pyrimidines","Pyrazolo[1,5-a]pyrimidines"
DB08141,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,2-halobenzoic acids and derivatives
DB08142,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,2-halobenzoic acids and derivatives
DB08143,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB08144,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08145,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08146,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08147,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylbenzamines
DB08148,Organic compounds,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
DB08149,Organic compounds,Organoheterocyclic compounds,Piperidines,Benzylpiperidines,4-benzylpiperidines
DB08150,Organic compounds,Organoheterocyclic compounds,Piperidines,Benzylpiperidines,4-benzylpiperidines
DB08151,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C-glycosyl compounds
DB08152,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB08153,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives
DB08154,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers
DB08155,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,N-acetyl-2-arylethylamines
DB08156,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids
DB08157,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides
DB08158,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds
DB08159,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,Isoquinolones and derivatives,Isoquinolones and derivatives
DB08160,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
DB08161,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids
DB08162,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives
DB08163,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,,5'-deoxyribonucleosides
DB08164,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Phenylpyrimidines
DB08165,Organic compounds,Benzenoids,Indanes,,Indanes
DB08166,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Beta carbolines
DB08167,Organic compounds,Organoheterocyclic compounds,Benzothiazines,,Benzothiazines
DB08168,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives
DB08169,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB08170,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines,,Tetrahydroisoquinolines
DB08171,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids
DB08172,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Chlorinated biphenyls
DB08173,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides
DB08174,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides
DB08175,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids
DB08177,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes
DB08178,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines,,Pyrrolopyridines
DB08179,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers
DB08180,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids
DB08181,Organic compounds,Organoheterocyclic compounds,Azobenzenes,,Azobenzenes
DB08182,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines,,Pyrrolopyridines
DB08184,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,2-phenylindoles
DB08185,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside monophosphates
DB08186,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,N-alkylindoles,N-alkylindoles
DB08187,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB08188,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones
DB08190,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles
DB08191,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08192,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines,,Tetrahydroisoquinolines
DB08193,Organic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Nitrobenzenes
DB08194,Organic compounds,Organoheterocyclic compounds,Pyranopyridines,,Pyranopyridines
DB08195,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholine carboxylic acids
DB08196,Organic compounds,Organoheterocyclic compounds,Azobenzenes,,Azobenzenes
DB08197,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08198,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzoyl derivatives
DB08199,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB08200,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids
DB08202,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides
DB08203,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines
DB08204,Organic compounds,Benzenoids,Naphthalenes,Nitronaphthalenes,Nitronaphthalenes
DB08205,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles"
DB08206,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles"
DB08207,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles"
DB08208,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Aminobenzoic acids and derivatives
DB08209,Organic compounds,Organoheterocyclic compounds,Azobenzenes,,Azobenzenes
DB08210,Organic compounds,Organosulfur compounds,Thioethers,Aryl thioethers,Diarylthioethers
DB08211,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives,Indolecarboxamides and derivatives
DB08212,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones
DB08213,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Indoles and derivatives
DB08214,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Phenylimidazoles
DB08215,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",Methylthio-s-triazines
DB08216,Organic compounds,Organoheterocyclic compounds,Azobenzenes,,Azobenzenes
DB08217,Organic compounds,Organoheterocyclic compounds,Pyrrolines,,Pyrrolines
DB08220,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid acids,3-carboxy steroids
DB08221,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB08222,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid esters,Phosphonic acid esters
DB08223,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines,Phenylbutylamines
DB08224,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones
DB08226,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aryl ketones
DB08227,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines
DB08228,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
DB08229,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids
DB08230,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones
DB08231,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
DB08232,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB08233,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB08234,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes
DB08235,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles
DB08236,Organic compounds,Benzenoids,Phenols,Halophenols,P-chlorophenols
DB08237,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,Purine 2'-deoxyribonucleoside monophosphates
DB08238,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,2-naphthalene sulfonates
DB08239,Organic compounds,Organoheterocyclic compounds,Pyrrolines,Phenylpyrrolines,Phenylpyrrolines
DB08240,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalene-2-carboxanilides
DB08241,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB08242,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08244,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB08245,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,N-alkylindoles,N-alkylindoles
DB08246,Organic compounds,Organoheterocyclic compounds,Pyrrolines,Phenylpyrrolines,Phenylpyrrolines
DB08247,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB08248,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB08249,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols
DB08250,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB08251,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB08252,Organic compounds,Benzenoids,Naphthalenes,Naphthols and derivatives,Naphthols and derivatives
DB08253,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB08254,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,2-naphthalene sulfonates
DB08255,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
DB08256,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-carbamoyl-alpha amino acids
DB08257,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives
DB08258,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids
DB08259,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids
DB08260,Organic compounds,Organoheterocyclic compounds,Oxepanes,,Oxepanes
DB08261,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids and derivatives
DB08262,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids
DB08263,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives
DB08264,Organic compounds,Benzenoids,Naphthalenes,,Naphthalenes
