drugbank_id,interactant_id,polypeptide_id,identifier,name
DB04552,BE0000669,P53985,PF07690,MFS_1
DB04557,BE0003655,Q92959,PF07648,Kazal_2
DB04557,BE0003655,Q92959,PF03137,OATP
DB04573,BE0003642,P46721,PF07648,Kazal_2
DB04573,BE0003642,P46721,PF03137,OATP
DB04573,BE0001032,P08183,PF00005,ABC_tran
DB04573,BE0001032,P08183,PF00664,ABC_membrane
DB04574,BE0003657,Q96FL8,PF01554,MatE
DB04574,BE0004752,Q86VL8,PF01554,MatE
DB04574,BE0003644,Q14973,PF01758,SBF
DB04630,BE0001032,P08183,PF00005,ABC_tran
DB04630,BE0001032,P08183,PF00664,ABC_membrane
DB04630,BE0000106,O76082,PF00083,Sugar_tr
DB04630,BE0003642,P46721,PF07648,Kazal_2
DB04630,BE0003642,P46721,PF03137,OATP
DB04690,BE0001032,P08183,PF00005,ABC_tran
DB04690,BE0001032,P08183,PF00664,ABC_membrane
DB04690,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB04690,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB04690,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB04789,BE0001069,Q92887,PF00005,ABC_tran
DB04789,BE0001069,Q92887,PF00664,ABC_membrane
DB04830,BE0003648,O15245,PF00083,Sugar_tr
DB04832,BE0001032,P08183,PF00005,ABC_tran
DB04832,BE0001032,P08183,PF00664,ABC_membrane
DB04840,BE0001032,P08183,PF00005,ABC_tran
DB04840,BE0001032,P08183,PF00664,ABC_membrane
DB04845,BE0001032,P08183,PF00005,ABC_tran
DB04845,BE0001032,P08183,PF00664,ABC_membrane
DB04847,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB04847,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB04847,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB04847,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB04847,BE0001004,Q9Y6L6,PF03137,OATP
DB04847,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB04847,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB04850,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB04850,BE0001004,Q9Y6L6,PF03137,OATP
DB04851,BE0001032,P08183,PF00005,ABC_tran
DB04851,BE0001032,P08183,PF00664,ABC_membrane
DB04851,BE0000785,P33527,PF00005,ABC_tran
DB04851,BE0000785,P33527,PF00664,ABC_membrane
DB04854,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB04854,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB04854,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB04855,BE0001032,P08183,PF00005,ABC_tran
DB04855,BE0001032,P08183,PF00664,ABC_membrane
DB04855,BE0003647,O15244,PF00083,Sugar_tr
DB04855,BE0003648,O15245,PF00083,Sugar_tr
DB04855,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB04855,BE0001004,Q9Y6L6,PF03137,OATP
DB04855,BE0003659,Q9NPD5,PF07648,Kazal_2
DB04855,BE0003659,Q9NPD5,PF03137,OATP
DB04855,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB04868,BE0001032,P08183,PF00005,ABC_tran
DB04868,BE0001032,P08183,PF00664,ABC_membrane
DB04868,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB04868,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB04868,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB04868,BE0003541,P22309,PF00201,UDPGT
DB04868,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB04868,BE0001004,Q9Y6L6,PF03137,OATP
DB04876,BE0001032,P08183,PF00005,ABC_tran
DB04876,BE0001032,P08183,PF00664,ABC_membrane
DB04877,BE0001032,P08183,PF00005,ABC_tran
DB04877,BE0001032,P08183,PF00664,ABC_membrane
DB04881,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB04881,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB04881,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB04881,BE0001032,P08183,PF00005,ABC_tran
DB04881,BE0001032,P08183,PF00664,ABC_membrane
DB04908,BE0001032,P08183,PF00005,ABC_tran
DB04908,BE0001032,P08183,PF00664,ABC_membrane
DB04918,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB04918,BE0001004,Q9Y6L6,PF03137,OATP
DB04918,BE0003659,Q9NPD5,PF07648,Kazal_2
DB04918,BE0003659,Q9NPD5,PF03137,OATP
DB04918,BE0001069,Q92887,PF00005,ABC_tran
DB04918,BE0001069,Q92887,PF00664,ABC_membrane
DB04918,BE0000703,O95342,PF00005,ABC_tran
DB04918,BE0000703,O95342,PF00664,ABC_membrane
DB04948,BE0002369,Q2M3G0,PF00005,ABC_tran
DB04948,BE0002369,Q2M3G0,PF00664,ABC_membrane
DB04948,BE0003657,Q96FL8,PF01554,MatE
DB04951,BE0001032,P08183,PF00005,ABC_tran
DB04951,BE0001032,P08183,PF00664,ABC_membrane
DB04960,BE0001032,P08183,PF00005,ABC_tran
DB04960,BE0001032,P08183,PF00664,ABC_membrane
DB05015,BE0001032,P08183,PF00005,ABC_tran
DB05015,BE0001032,P08183,PF00664,ABC_membrane
DB05018,BE0004754,P13866,PF00474,SSF
DB05025,BE0003647,O15244,PF00083,Sugar_tr
DB05025,BE0003657,Q96FL8,PF01554,MatE
DB05025,BE0004752,Q86VL8,PF01554,MatE
DB05039,BE0001032,P08183,PF00005,ABC_tran
DB05039,BE0001032,P08183,PF00664,ABC_membrane
DB05154,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB05187,BE0000703,O95342,PF00005,ABC_tran
DB05187,BE0000703,O95342,PF00664,ABC_membrane
DB05187,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB05187,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB05187,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB05187,BE0001069,Q92887,PF00005,ABC_tran
DB05187,BE0001069,Q92887,PF00664,ABC_membrane
DB05187,BE0001061,O15438,PF00005,ABC_tran
DB05187,BE0001061,O15438,PF00664,ABC_membrane
DB05239,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB05239,BE0001004,Q9Y6L6,PF03137,OATP
DB05239,BE0003659,Q9NPD5,PF07648,Kazal_2
DB05239,BE0003659,Q9NPD5,PF03137,OATP
DB05239,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB05239,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB05239,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB05239,BE0001032,P08183,PF00005,ABC_tran
DB05239,BE0001032,P08183,PF00664,ABC_membrane
DB05294,BE0000785,P33527,PF00005,ABC_tran
DB05294,BE0000785,P33527,PF00664,ABC_membrane
DB05294,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB05294,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB05294,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB05294,BE0003647,O15244,PF00083,Sugar_tr
DB05294,BE0001032,P08183,PF00005,ABC_tran
DB05294,BE0001032,P08183,PF00664,ABC_membrane
DB05381,BE0003647,O15244,PF00083,Sugar_tr
DB05381,BE0003648,O15245,PF00083,Sugar_tr
DB05381,BE0003650,O75751,PF07690,MFS_1
DB05381,BE0000106,O76082,PF00083,Sugar_tr
DB05382,BE0009346,Q92911,PF00474,SSF
DB05382,BE0009874,O43511,PF01740,STAS
DB05382,BE0009874,O43511,PF00916,Sulfate_transp
DB05383,BE0003647,O15244,PF00083,Sugar_tr
DB05467,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB05467,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB05467,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB05467,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB05467,BE0001004,Q9Y6L6,PF03137,OATP
DB05467,BE0003659,Q9NPD5,PF07648,Kazal_2
DB05467,BE0003659,Q9NPD5,PF03137,OATP
DB05467,BE0003648,O15245,PF00083,Sugar_tr
DB05467,BE0000703,O95342,PF00005,ABC_tran
DB05467,BE0000703,O95342,PF00664,ABC_membrane
DB05501,BE0001032,P08183,PF00005,ABC_tran
DB05501,BE0001032,P08183,PF00664,ABC_membrane
DB05501,BE0003647,O15244,PF00083,Sugar_tr
DB05501,BE0003657,Q96FL8,PF01554,MatE
DB05521,BE0001032,P08183,PF00005,ABC_tran
DB05521,BE0001032,P08183,PF00664,ABC_membrane
DB05540,BE0000030,Q9UPY5,PF13520,AA_permease_2
DB05667,BE0001032,P08183,PF00005,ABC_tran
DB05667,BE0001032,P08183,PF00664,ABC_membrane
DB05667,BE0003657,Q96FL8,PF01554,MatE
DB05667,BE0003647,O15244,PF00083,Sugar_tr
DB05676,BE0001032,P08183,PF00005,ABC_tran
DB05676,BE0001032,P08183,PF00664,ABC_membrane
DB05773,BE0001032,P08183,PF00005,ABC_tran
DB05773,BE0001032,P08183,PF00664,ABC_membrane
DB05804,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB05804,BE0003642,P46721,PF07648,Kazal_2
DB05804,BE0003642,P46721,PF03137,OATP
DB05804,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB05804,BE0001004,Q9Y6L6,PF03137,OATP
DB05804,BE0003659,Q9NPD5,PF07648,Kazal_2
DB05804,BE0003659,Q9NPD5,PF03137,OATP
DB05804,BE0001042,O94956,PF03137,OATP
DB05804,BE0004710,Q3KNW5,PF01758,SBF
DB05804,BE0000703,O95342,PF00005,ABC_tran
DB05804,BE0000703,O95342,PF00664,ABC_membrane
DB05812,BE0000785,P33527,PF00005,ABC_tran
DB05812,BE0000785,P33527,PF00664,ABC_membrane
DB05812,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB05812,BE0001004,Q9Y6L6,PF03137,OATP
DB05889,BE0001032,P08183,PF00005,ABC_tran
DB05889,BE0001032,P08183,PF00664,ABC_membrane
DB05928,BE0001061,O15438,PF00005,ABC_tran
DB05928,BE0001061,O15438,PF00664,ABC_membrane
DB05928,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB05928,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB05928,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB05928,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB05928,BE0001004,Q9Y6L6,PF03137,OATP
DB05928,BE0001042,O94956,PF03137,OATP
DB05928,BE0003659,Q9NPD5,PF07648,Kazal_2
DB05928,BE0003659,Q9NPD5,PF03137,OATP
DB05928,BE0001032,P08183,PF00005,ABC_tran
DB05928,BE0001032,P08183,PF00664,ABC_membrane
DB05990,BE0000703,O95342,PF00005,ABC_tran
DB05990,BE0000703,O95342,PF00664,ABC_membrane
DB06016,BE0001032,P08183,PF00005,ABC_tran
DB06016,BE0001032,P08183,PF00664,ABC_membrane
DB06045,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06045,BE0001004,Q9Y6L6,PF03137,OATP
DB06045,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06045,BE0003659,Q9NPD5,PF03137,OATP
DB06137,BE0003657,Q96FL8,PF01554,MatE
DB06137,BE0004752,Q86VL8,PF01554,MatE
DB06137,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06137,BE0001004,Q9Y6L6,PF03137,OATP
DB06137,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06137,BE0003659,Q9NPD5,PF03137,OATP
DB06137,BE0003648,O15245,PF00083,Sugar_tr
DB06137,BE0003647,O15244,PF00083,Sugar_tr
DB06151,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06151,BE0001004,Q9Y6L6,PF03137,OATP
DB06151,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB06176,BE0001032,P08183,PF00005,ABC_tran
DB06176,BE0001032,P08183,PF00664,ABC_membrane
DB06176,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06176,BE0003659,Q9NPD5,PF03137,OATP
DB06176,BE0000703,O95342,PF00005,ABC_tran
DB06176,BE0000703,O95342,PF00664,ABC_membrane
DB06176,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06176,BE0001004,Q9Y6L6,PF03137,OATP
DB06176,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB06176,BE0003647,O15244,PF00083,Sugar_tr
DB06207,BE0001032,P08183,PF00005,ABC_tran
DB06207,BE0001032,P08183,PF00664,ABC_membrane
DB06207,BE0003641,P21439,PF00005,ABC_tran
DB06207,BE0003641,P21439,PF00664,ABC_membrane
DB06210,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06210,BE0001004,Q9Y6L6,PF03137,OATP
DB06210,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06210,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06210,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06211,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB06212,BE0001032,P08183,PF00005,ABC_tran
DB06212,BE0001032,P08183,PF00664,ABC_membrane
DB06228,BE0001032,P08183,PF00005,ABC_tran
DB06228,BE0001032,P08183,PF00664,ABC_membrane
DB06228,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06228,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06228,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06234,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06234,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06234,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06234,BE0001032,P08183,PF00005,ABC_tran
DB06234,BE0001032,P08183,PF00664,ABC_membrane
DB06237,BE0001032,P08183,PF00005,ABC_tran
DB06237,BE0001032,P08183,PF00664,ABC_membrane
DB06237,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06237,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06237,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06240,BE0001032,P08183,PF00005,ABC_tran
DB06240,BE0001032,P08183,PF00664,ABC_membrane
DB06262,BE0000486,P23975,PF00209,SNF
DB06262,BE0003654,Q8TF71,PF07690,MFS_1
DB06263,BE0002369,Q2M3G0,PF00005,ABC_tran
DB06263,BE0002369,Q2M3G0,PF00664,ABC_membrane
DB06282,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB06287,BE0001032,P08183,PF00005,ABC_tran
DB06287,BE0001032,P08183,PF00664,ABC_membrane
DB06288,BE0003657,Q96FL8,PF01554,MatE
DB06288,BE0004752,Q86VL8,PF01554,MatE
DB06288,BE0001032,P08183,PF00005,ABC_tran
DB06288,BE0001032,P08183,PF00664,ABC_membrane
DB06288,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06288,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06288,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06288,BE0003648,O15245,PF00083,Sugar_tr
DB06290,BE0001032,P08183,PF00005,ABC_tran
DB06290,BE0001032,P08183,PF00664,ABC_membrane
DB06290,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06290,BE0001004,Q9Y6L6,PF03137,OATP
DB06290,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06290,BE0003659,Q9NPD5,PF03137,OATP
DB06290,BE0001069,Q92887,PF00005,ABC_tran
DB06290,BE0001069,Q92887,PF00664,ABC_membrane
DB06290,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06290,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06290,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06290,BE0001042,O94956,PF03137,OATP
DB06290,BE0003644,Q14973,PF01758,SBF
DB06290,BE0000703,O95342,PF00005,ABC_tran
DB06290,BE0000703,O95342,PF00664,ABC_membrane
DB06292,BE0001032,P08183,PF00005,ABC_tran
DB06292,BE0001032,P08183,PF00664,ABC_membrane
DB06335,BE0000785,P33527,PF00005,ABC_tran
DB06335,BE0000785,P33527,PF00664,ABC_membrane
DB06335,BE0003653,Q6ZQN7,PF07648,Kazal_2
DB06335,BE0003653,Q6ZQN7,PF03137,OATP
DB06335,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB06374,BE0001042,O94956,PF03137,OATP
DB06374,BE0001032,P08183,PF00005,ABC_tran
DB06374,BE0001032,P08183,PF00664,ABC_membrane
DB06374,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06374,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06374,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06403,BE0001032,P08183,PF00005,ABC_tran
DB06403,BE0001032,P08183,PF00664,ABC_membrane
DB06403,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06403,BE0001004,Q9Y6L6,PF03137,OATP
DB06403,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06403,BE0003659,Q9NPD5,PF03137,OATP
DB06414,BE0001032,P08183,PF00005,ABC_tran
DB06414,BE0001032,P08183,PF00664,ABC_membrane
DB06414,BE0003641,P21439,PF00005,ABC_tran
DB06414,BE0003641,P21439,PF00664,ABC_membrane
DB06419,BE0001032,P08183,PF00005,ABC_tran
DB06419,BE0001032,P08183,PF00664,ABC_membrane
DB06420,BE0001032,P08183,PF00005,ABC_tran
DB06420,BE0001032,P08183,PF00664,ABC_membrane
DB06448,BE0001032,P08183,PF00005,ABC_tran
DB06448,BE0001032,P08183,PF00664,ABC_membrane
DB06448,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06448,BE0001004,Q9Y6L6,PF03137,OATP
DB06448,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06448,BE0003659,Q9NPD5,PF03137,OATP
DB06448,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06448,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06448,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06448,BE0001069,Q92887,PF00005,ABC_tran
DB06448,BE0001069,Q92887,PF00664,ABC_membrane
DB06480,BE0001032,P08183,PF00005,ABC_tran
DB06480,BE0001032,P08183,PF00664,ABC_membrane
DB06554,BE0000536,Q7Z2H8,PF01490,Aa_trans
DB06589,BE0001032,P08183,PF00005,ABC_tran
DB06589,BE0001032,P08183,PF00664,ABC_membrane
DB06589,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06589,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06589,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06589,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06589,BE0001004,Q9Y6L6,PF03137,OATP
DB06589,BE0003541,P22309,PF00201,UDPGT
DB06603,BE0001032,P08183,PF00005,ABC_tran
DB06603,BE0001032,P08183,PF00664,ABC_membrane
DB06605,BE0001032,P08183,PF00005,ABC_tran
DB06605,BE0001032,P08183,PF00664,ABC_membrane
DB06605,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06605,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06605,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06608,BE0003647,O15244,PF00083,Sugar_tr
DB06608,BE0003657,Q96FL8,PF01554,MatE
DB06608,BE0004752,Q86VL8,PF01554,MatE
DB06616,BE0001032,P08183,PF00005,ABC_tran
DB06616,BE0001032,P08183,PF00664,ABC_membrane
DB06626,BE0001032,P08183,PF00005,ABC_tran
DB06626,BE0001032,P08183,PF00664,ABC_membrane
DB06626,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06626,BE0001004,Q9Y6L6,PF03137,OATP
DB06636,BE0001032,P08183,PF00005,ABC_tran
DB06636,BE0001032,P08183,PF00664,ABC_membrane
DB06636,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06636,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06636,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06636,BE0003647,O15244,PF00083,Sugar_tr
DB06637,BE0003647,O15244,PF00083,Sugar_tr
DB06654,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06654,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06654,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06654,BE0003661,Q9UIG8,PF07648,Kazal_2
DB06654,BE0003661,Q9UIG8,PF03137,OATP
DB06670,BE0001032,P08183,PF00005,ABC_tran
DB06670,BE0001032,P08183,PF00664,ABC_membrane
DB06691,BE0000757,Q9H015,PF00083,Sugar_tr
DB06691,BE0000106,O76082,PF00083,Sugar_tr
DB06695,BE0001032,P08183,PF00005,ABC_tran
DB06695,BE0001032,P08183,PF00664,ABC_membrane
DB06702,BE0001032,P08183,PF00005,ABC_tran
DB06702,BE0001032,P08183,PF00664,ABC_membrane
DB06704,BE0000486,P23975,PF00209,SNF
DB06709,BE0000106,O76082,PF00083,Sugar_tr
DB06710,BE0003642,P46721,PF07648,Kazal_2
DB06710,BE0003642,P46721,PF03137,OATP
DB06710,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB06721,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06721,BE0001004,Q9Y6L6,PF03137,OATP
DB06756,BE0004777,P48065,PF00209,SNF
DB06757,BE0009903,Q15043,PF02535,Zip
DB06757,BE0008685,P49281,PF01566,Nramp
DB06757,BE0009899,Q6XR72,PF01545,Cation_efflux
DB06757,BE0004624,Q96QT4,PF00520,Ion_trans
DB06757,BE0004624,Q96QT4,PF16519,TRPM_tetra
DB06757,BE0004624,Q96QT4,PF02816,Alpha_kinase
DB06757,BE0004624,Q96QT4,PF18139,LSDAT_euk
DB06772,BE0001032,P08183,PF00005,ABC_tran
DB06772,BE0001032,P08183,PF00664,ABC_membrane
DB06772,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06772,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06772,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06772,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB06772,BE0001004,Q9Y6L6,PF03137,OATP
DB06772,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06772,BE0003659,Q9NPD5,PF03137,OATP
DB06778,BE0000530,P02768,PF00273,Serum_albumin
DB06778,BE0001140,P00450,PF07731,Cu-oxidase_2
DB06778,BE0001140,P00450,PF07732,Cu-oxidase_3
DB06778,BE0001140,P00450,PF00394,Cu-oxidase
DB06796,BE0008685,P49281,PF01566,Nramp
DB06813,BE0004711,P41440,PF01770,Folate_carrier
DB06813,BE0001069,Q92887,PF00005,ABC_tran
DB06813,BE0001069,Q92887,PF00664,ABC_membrane
DB06813,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB06813,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB06813,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB06813,BE0001048,Q96NT5,PF07690,MFS_1
DB06813,BE0001061,O15438,PF00005,ABC_tran
DB06813,BE0001061,O15438,PF00664,ABC_membrane
DB06813,BE0003659,Q9NPD5,PF07648,Kazal_2
DB06813,BE0003659,Q9NPD5,PF03137,OATP
DB07565,BE0001032,P08183,PF00005,ABC_tran
DB07565,BE0001032,P08183,PF00664,ABC_membrane
DB07767,BE0000669,P53985,PF07690,MFS_1
DB07767,BE0000449,O15427,PF07690,MFS_1
DB08795,BE0000106,O76082,PF00083,Sugar_tr
DB08795,BE0001018,P46059,PF00854,PTR2
DB08795,BE0001134,Q16348,PF00854,PTR2
DB08816,BE0001032,P08183,PF00005,ABC_tran
DB08816,BE0001032,P08183,PF00664,ABC_membrane
DB08818,BE0003639,O15440,PF00005,ABC_tran
DB08818,BE0003639,O15440,PF00664,ABC_membrane
DB08820,BE0001032,P08183,PF00005,ABC_tran
DB08820,BE0001032,P08183,PF00664,ABC_membrane
DB08822,BE0001032,P08183,PF00005,ABC_tran
DB08822,BE0001032,P08183,PF00664,ABC_membrane
DB08824,BE0000647,Q01959,PF00209,SNF
DB08827,BE0001032,P08183,PF00005,ABC_tran
DB08827,BE0001032,P08183,PF00664,ABC_membrane
DB08828,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB08828,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB08828,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB08828,BE0001032,P08183,PF00005,ABC_tran
DB08828,BE0001032,P08183,PF00664,ABC_membrane
DB08830,BE0001057,P11166,PF00083,Sugar_tr
DB08831,BE0001057,P11166,PF00083,Sugar_tr
DB08833,BE0003642,P46721,PF07648,Kazal_2
DB08833,BE0003642,P46721,PF03137,OATP
DB08833,BE0000030,Q9UPY5,PF13520,AA_permease_2
DB08834,BE0003642,P46721,PF07648,Kazal_2
DB08834,BE0003642,P46721,PF03137,OATP
DB08834,BE0000030,Q9UPY5,PF13520,AA_permease_2
DB08834,BE0004750,Q9H222,PF00005,ABC_tran
DB08834,BE0004750,Q9H222,PF01061,ABC2_membrane
DB08834,BE0004750,Q9H222,PF19055,ABC2_membrane_7
DB08834,BE0004751,Q9H221,PF00005,ABC_tran
DB08834,BE0004751,Q9H221,PF01061,ABC2_membrane
DB08834,BE0004751,Q9H221,PF19055,ABC2_membrane_7
DB08834,BE0000703,O95342,PF00005,ABC_tran
DB08834,BE0000703,O95342,PF00664,ABC_membrane
DB08835,BE0000536,Q7Z2H8,PF01490,Aa_trans
DB08836,BE0001018,P46059,PF00854,PTR2
DB08836,BE0003642,P46721,PF07648,Kazal_2
DB08836,BE0003642,P46721,PF03137,OATP
DB08837,BE0003648,O15245,PF00083,Sugar_tr
DB08837,BE0003647,O15244,PF00083,Sugar_tr
DB08837,BE0003650,O75751,PF07690,MFS_1
DB08837,BE0000757,Q9H015,PF00083,Sugar_tr
DB08837,BE0000106,O76082,PF00083,Sugar_tr
DB08837,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB08837,BE0003657,Q96FL8,PF01554,MatE
DB08838,BE0003648,O15245,PF00083,Sugar_tr
DB08838,BE0003647,O15244,PF00083,Sugar_tr
DB08838,BE0003650,O75751,PF07690,MFS_1
DB08838,BE0004769,Q9UM01,PF13520,AA_permease_2
DB08839,BE0003647,O15244,PF00083,Sugar_tr
DB08840,BE0003647,O15244,PF00083,Sugar_tr
DB08840,BE0003657,Q96FL8,PF01554,MatE
DB08840,BE0004752,Q86VL8,PF01554,MatE
DB08841,BE0003650,O75751,PF07690,MFS_1
DB08842,BE0000106,O76082,PF00083,Sugar_tr
DB08842,BE0004785,Q9WTN6,PF00083,Sugar_tr
DB08843,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB08844,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB08844,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB08844,BE0004783,Q9NRM0,PF00083,Sugar_tr
DB08846,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB08846,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB08847,BE0000536,Q7Z2H8,PF01490,Aa_trans
DB08849,BE0000536,Q7Z2H8,PF01490,Aa_trans
DB08855,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB08855,BE0001004,Q9Y6L6,PF03137,OATP
DB08855,BE0003659,Q9NPD5,PF07648,Kazal_2
DB08855,BE0003659,Q9NPD5,PF03137,OATP
DB08856,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB08856,BE0001004,Q9Y6L6,PF03137,OATP
DB08857,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB08857,BE0001004,Q9Y6L6,PF03137,OATP
DB08858,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB08858,BE0001004,Q9Y6L6,PF03137,OATP
