drugbank_id,synonym,language,coder
DB14321,Bambusa Vulgaris Top Extract,english,
DB14321,Common Bamboo Top,english,
DB14321,Feathery Bamboo Top,english,
DB14322,Coconut oil,english,jan
DB14322,Coconut Oil (Unhydrogenated),english,
DB14322,Coconut Oil Base,english,
DB14322,Coconut Oil Triglycerides,english,
DB14322,"Coconut Oil, Unhydrogenated",english,
DB14322,Cocos Nucifera (Coconut) Oil,english,
DB14322,Cocos Nucifera Seed Oil,english,
DB14322,"Oil, Coconut",english,
DB14322,"Oil,cocnt",english,
DB14323,Cognac Green Oil,english,
DB14323,Cognac Oil Green,english,
DB14323,Cognac Oil White,english,
DB14323,"Cognac Oil, -Green",english,
DB14323,"Cognac Oil, Green",english,
DB14323,"Cognac Oil, White",english,
DB14323,Cognac White Oil,english,
DB14323,European Grape Seed Oil,english,
DB14323,Grape Seed Volatile Oil,english,
DB14323,Green Cognac Oil,english,
DB14323,"Oil, Grapeseed",english,
DB14323,"Oil,grapeseed",english,
DB14323,Vitis Vinifera (Grape) Seed Oil,english,
DB14323,Vitis Vinifera Oil,english,
DB14323,Wine Grape Seed Oil,english,
DB14323,Wine Yeast Oil,english,
DB14324,Apricot Kernel Volatile Oil,english,
DB14324,Apricot Oil,english,
DB14324,Apricot Seed Oil,english,
DB14324,Armeniaca Vulgaris Oil,english,
DB14324,"Oil, Apricot Kernel",english,
DB14324,"Oil,apricot Kernel",english,
DB14324,"Oils, Apricot",english,
DB14324,Prunus Armeniaca (Apricot) Kernel Oil,english,
DB14324,Prunus Armeniaca Oil,english,
DB14324,Prunus Armeniaca Seed Oil,english,
DB14325,Bei Wu Wei Zi,english,
DB14325,Chinese Magnoliavine Fruit,english,
DB14325,Five-flavor-fruit,english,
DB14325,Five-flavoured Seed,english,
DB14325,Fuzheng Huayu Component Fructus Schisandrae Fruit,english,
DB14325,Kadsura Chinensis Fruit,english,
DB14325,Magnolia-vine Fruit,english,
DB14325,Maximowiczia Amurensis Fruit,english,
DB14325,Maximowiczia Chinensis Fruit,english,
DB14325,Northern Schisandra,english,
DB14325,Northern Schisandra Fruit,english,
DB14325,Schisandra Chinensis Dry Fruit,english,
DB14325,Schisandra Chinensis Fruit Extract,english,
DB14325,Schisandra Fruit,english,
DB14325,Schisandrae Chinensis Fructus,english,
DB14325,Schizandra,english,
DB14325,Schizandra Chinensis Fruit,english,
DB14325,Schizandra Chinensis Fruit Extract,english,
DB14325,Schizandra Chinensis Fruit Powder,english,
DB14325,Schizandra Fruit,english,
DB14325,Schizandra Preparation,english,
DB14325,Wu Wei Zi,english,
DB14325,Wu Wei Zi Fruit Extract,english,
DB14325,Wuweizi,english,
DB14326,Amber Extract,english,
DB14326,Amber Powder,english,
DB14326,Resinite,english,
DB14326,Succinum,english,
DB14327,Horse's Teeth Amaranth,english,
DB14327,Ma Chi Xian,english,
DB14327,Machixian,english,
DB14327,Portulaca Neglecta Top,english,
DB14327,Portulaca Oleracea Extract,english,
DB14327,Portulaca Oleracea Flower/leaf/stem Extract,english,
DB14327,Portulaca Oleracea Flowering Top,english,
DB14327,Portulaca Oleracea Top,english,
DB14327,Portulaca Retusa Top,english,
DB14327,Portulacae Herba,english,
DB14327,Purslane Herb,english,
DB14327,"Purslane, Raw",english,
DB14327,"Purslane,raw",english,
DB14327,Wild Portulaca Top,english,
DB14328,Anthemis Nobilis Extract,english,
DB14328,Anthemis Nobilis Flower,english,
DB14328,Anthemis Nobilis Flower Extract,english,
DB14328,Anthemis Nobilis Flower Powder,english,
DB14328,Camomile Flower (Roman or English),english,
DB14328,Camomile Flower Roman Extract,english,
DB14328,Chamaemelum Nobile (L.) All. (Anthemis Nobilis L.),english,
DB14328,Chamaemelum Nobile Flower Extract,english,
DB14328,"Chamomile Extract, English",english,
DB14328,"Chamomile Extract, Roman",english,
DB14328,Chamomile Flower Extract Roman,english,
DB14328,"Chamomile Flower, Roman, Extract",english,
DB14328,Chamomillae Romanae Flos,english,
DB14328,English Chamomile Flower,english,
DB14328,Roman Chamomile Flower,english,
DB14329,Helianthus Annuus (Sunflower) Seed Oil,english,
DB14329,Helianthus Annuus Seed Oil,english,
DB14329,"Lipid,structured (From Sunflower Oil)",english,
DB14329,Sunflower Oil (Unhydrogenated),english,
DB14329,Sunflower Seed Oil,english,
DB14330,Macadamia (Macadamia Ternifolia) Nut Oil,english,
DB14330,Macadamia Integrifolia Oil,english,
DB14330,Macadamia Integrifolia Seed Oil,english,
DB14330,Macadamia Nut Oil,english,
DB14330,Macadamia Ternifolia Oil,english,
DB14330,Macadamia Ternifolia Seed Oil,english,
DB14331,Diplocoma Villosa Flower,english,
DB14331,Doronicum Mexicanum Flower,english,
DB14331,False Arnica Flower,english,
DB14331,Fancy Falsegoldenaster Flower,english,
DB14331,Heterotheca Inuloides Flower Extract,english,
DB14331,Mexican Arnica Flower,english,
DB14332,Boletus Obliquus Fruiting Body,english,
DB14332,Chaga Fruiting Body,english,
DB14332,Clinker Polypore Fruiting Body,english,
DB14332,Fomes Obliquus Fruiting Body,english,
DB14332,Fuscoporia Obliqua Fruiting Body,english,
DB14332,Inonotus Obliquus (Mushroom) Extract,english,
DB14332,Inonotus Obliquus Fruiting Body Extract,english,
DB14332,Mucronoporus Obliqua Fruiting Body,english,
DB14332,Phaeoporus Obliquus Fruiting Body,english,
DB14332,Phellinus Obliquus Fruiting Body,english,
DB14332,Physisporus Obliquus Fruiting Body,english,
DB14332,Polyporus Obliquus Fruiting Body,english,
DB14332,Poria Obliqua Fruiting Body,english,
DB14332,Scindalma Obliquum Fruiting Body,english,
DB14332,Xanthochrous Obliquus Fruiting Body,english,
DB14333,Bean of India Flower,english,
DB14333,East Indian Lotus Flower,english,
DB14333,Hindu Lotus Flower,english,
DB14333,Indian Lotus Flower,english,
DB14333,Lian Fang,english,
DB14333,Lianfang,english,
DB14333,Lotus Peduncle,english,
DB14333,Lotus Receptacle,english,
DB14333,Nelumbinis Receptaculum,english,
DB14333,Nelumbium Nelumbo Flower,english,
DB14333,Nelumbium Speciosum Flower,english,
DB14333,Nelumbium Speciosum Flower Extract,english,
DB14333,Nelumbo Nucifera Flower Extract,english,
DB14333,Nelumbo Nucifera Flower Powder,english,
DB14333,Nelumbo Speciosa Flower,english,
DB14333,Nymphaea Nelumbo Flower,english,
DB14333,Oriental Lotus Flower,english,
DB14333,Padma Flower,english,
DB14333,Sacred Lotus Flower,english,
DB14334,"Coconut Oil, Hydrogenated",english,
DB14335,Bergamot,english,
DB14335,Bergamot Fruit Extract,english,
DB14335,"Bergamot Oil, Cold-pressed",english,
DB14335,"Bergamot Oil, Coldpressed",english,
DB14335,Bergamot Orange Oil,english,
DB14335,"Bergamot,imitation",english,
DB14335,Citri Bergamia Aetheroleum,english,
DB14335,Citrus Aurantium Bergamia (Bergamot) Fruit Extract,english,
DB14335,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,english,
DB14335,Citrus Aurantium Bergamia (Bergamot) Fruit Water,english,
DB14335,Citrus Aurantium Bergamia (Bergamot) Peel Oil,english,
DB14335,Citrus Aurantium Subsp. Bergamia Fruit Rind Oil,english,
DB14335,Citrus Aurantium Subsp. Bergamia Oil,english,
DB14335,Citrus Bergamia (Bergamot) Peel Oil,english,
DB14335,Citrus Bergamia Extract,english,
DB14335,Citrus Bergamia Fruit Rind Oil,english,
DB14335,Citrus Bergamia Oil,english,
DB14335,Citrus Bergamia Risso & Poiteau.,english,
DB14335,Citrus X Aurantium Subsp. Bergamia Fruit Rind Oil,english,
DB14335,Oil Bergamot,english,
DB14335,Oil of Bergamot,english,
DB14336,Angelica Polymorpha Sinensis Root Extract,english,
DB14336,Angelica Sinensis (Oliv.) Diels,english,
DB14336,Angelica Sinensis Processed Root,english,
DB14336,Angelica Sinensis Root Dry Extract,english,
DB14336,Angelica Sinensis Root Extract,english,
DB14336,"Angelica Sinensis, Radix",english,
DB14336,Angelicae Sinensis Radix,english,
DB14336,Chinese Angelica,english,
DB14336,Chinese Angelica Extract,english,
DB14336,Chinese Angelica Root,english,
DB14336,Dang Gui Root,english,
DB14336,Dang Gui Shen,english,
DB14336,Dang Gui Tou,english,
DB14336,Dang Gui Wei,english,
DB14336,Danggui,english,
DB14336,Dong Gui Root,english,
DB14336,Dong Quai,english,
DB14336,Dong Quai Extract,english,
DB14336,Dong Quai Processed Root,english,
DB14336,Dong Quai Root,english,
DB14336,State of Return,english,
DB14336,Tang Kuei Extract,english,
DB14336,Tang Kuei Root,english,
DB14337,Chinese Sage Root,english,
DB14337,Chinese Salvia,english,
DB14337,Chinese Salvia Root,english,
DB14337,Dan Shen (Salvia Miltiorrhiza),english,
DB14337,Danshen Root,english,
DB14337,Fuzheng Huayu Component Radix Salvia Miltiorrhizae,english,
DB14337,Radix Salvia Miltiorrhizae,english,
DB14337,Red Sage Root,english,
DB14337,Red-root Sage Root,english,
DB14337,Salvia miltiorrhiza root,english,jan
DB14337,Salvia Miltiorrhiza Root Extract,english,
DB14337,Salvia Miltiorrhiza Root With Rhizome,english,
DB14337,Salvia Miltiorrhizae Root,english,
DB14337,Salvia Root,english,
DB14337,Salviae Miltiorrhizae Radix,english,
DB14337,Salviae Miltiorrhizae Radix Et Rhizoma,english,
DB14338,Atractylodes Lancea Rhizome Volatile Oil,english,
DB14338,Atractyloides Japonica Root Oil,english,
DB14339,Blue Skullcap Whole,english,
DB14339,Hoodwort Whole,english,
DB14339,Mad Dog Skullcap Whole,english,
DB14339,Mad-dog Skullcap Whole,english,
DB14339,Scullcap,english,
DB14339,Scutellaria Lateriflora Extract,english,
DB14339,Skullcap,english,
DB14339,Skullcap Whole,english,
DB14339,Virginian Skullcap Whole,english,
DB14340,Apricot Kernel,english,
DB14340,Apricot Seed,english,
DB14340,"Apricots,dried Ground",english,
DB14340,Armeniaca Vulgaris Seed,english,
DB14340,Armeniacae Amarae Semen,english,
DB14340,Armeniacae Semen,english,
DB14340,Armeniacae Semen Amarum (Prunus Armeniaca),english,
DB14340,Bitter Apricot Seed (Prunus Armeniaca),english,
DB14340,Chinese Bitter Almond Seed,english,
DB14340,Ku Xing Ren,english,
DB14340,Kuxingren (Prunus Armeniaca),english,
DB14340,Prunus Armeniaca (Apricot) Kernel Extract,english,
DB14340,Prunus Armeniaca (Apricot) Seed Powder,english,
DB14340,Xing Ren,english,
DB14341,Chamaecyparis Obtusa Oil,english,
DB14341,Chamaecyparis Obtusa Water,english,
DB14341,Chamaecyparis Obtusa Wood Volatile Oil,english,
DB14341,Hinoki Cypress Wood Oil,english,
DB14341,Hinoki False Cypress Wood Oil,english,
DB14341,Hinoki Wood Oil,english,
DB14341,Japanese Cypress Woodo Oil,english,
DB14342,Blowball Leaf,english,
DB14342,Common Dandelion Leaf,english,
DB14342,Dandelion Leaf,english,
DB14342,Dandelion Leaf (Taraxacum Officinale Weber Ex Wigg.),english,
DB14342,Faceclock Leaf,english,
DB14342,Lion's Tooth Leaf,english,
DB14342,Taraxaci Folium (Taraxacum Officinale Weber Ex Wigg.),english,
DB14342,Taraxacum Dens-leonis Leaf,english,
DB14342,Taraxacum Officinale (Dandelion) Leaf Extract,english,
DB14342,Taraxacum Officinale Dry Leaf,english,
DB14342,Taraxacum Vulgare Leaf,english,
DB14343,Arnica,english,
DB14343,Arnica Flower,english,
DB14343,Arnica Flower (Arnica Montana L.),english,
DB14343,Arnica Flower (Arnica Montana),english,
DB14343,Arnica Flowers,english,
DB14343,Arnica Flowers Extract,english,
DB14343,Arnica Montana Flower Extract,english,
DB14343,Arnica Montana Oil,english,
DB14343,Arnica Montana Powder,english,
DB14343,Arnicae Flos,english,
DB14343,Arnicae Flos (Arnica Montana L.),english,
DB14343,European Arnica Flower,english,
DB14343,Leopard's Bane Flower,english,
DB14343,Mountain Arnica Flower,english,
DB14343,Mountain Tobacco Flower,english,
DB14344,Caprifolium Confusum Flower,english,
DB14344,Gold-silver Flower (Lonicera Confusa),english,
DB14344,Honeysuckle Flower (Lonicera Confusa),english,
DB14344,Jin Yin Hua (Lonicera Confusa),english,
DB14344,Jinyinhua (Lonicera Confusa),english,
DB14344,Lonicera Multiflora Flower,english,
DB14344,Lonicera Telfairii Flower,english,
DB14344,Lonicerae Flos (Lonicera Confusa),english,
DB14344,Nintooa Confusa Flower,english,
DB14344,Shan Yin Hua,english,
DB14344,Wild Honeysuckle,english,
DB14345,Forsythia Fortunei Fruit,english,
DB14345,Forsythia Fruit,english,
DB14345,Forsythia Fruit (Forsythia Suspensa),english,
DB14345,Forsythia Suspensa Fruit Extract,english,
DB14345,Forsythiae Fructus,english,
DB14345,Goldenbells Fruit,english,
DB14345,Lian Qiao,english,
DB14345,Lianqiao,english,
DB14345,Ligustrum Suspensum Fruit,english,
DB14345,Qingqiao,english,
DB14345,Rangium Suspensum Fruit,english,
DB14345,Syringa Suspensa Fruit,english,
DB14345,Weeping Forsythia Capsule,english,
DB14345,Weeping Forsythia Fruit,english,
DB14346,Chinese Mint Top,english,
DB14346,Corn Mint Top,english,
DB14346,Field Mint Top,english,
DB14346,Japanese Mint Top,english,
DB14346,Mentha Austriaca Top,english,
DB14346,Mentha Gentilis Top,english,
DB14346,Mentha Herb,english,
DB14346,Mentha Lapponica Top,english,
DB14346,Mentha Parietariifolia Top,english,
DB14346,Menthae Herba,english,
DB14346,Wild Mint Top,english,
DB14347,Balloon Flower Root,english,
DB14347,Campanula Glauca Root,english,
DB14347,Campanula Grandiflora Root,english,
DB14347,Chinese Bellflower Root,english,
DB14347,Japanese Bellflower Root,english,
DB14347,Jie Geng,english,
DB14347,Jiegeng,english,
DB14347,Platycodi Radix,english,
DB14347,Platycodon Autumalis Root,english,
DB14347,Platycodon Chinensis Root,english,
DB14347,Platycodon Glaucus Root,english,
DB14347,Platycodon Grandiflorum Root,english,
DB14347,Platycodon Grandiflorum Root Extract,english,
DB14347,Platycodon Root,english,
DB14347,Radix Platycodonis,english,
DB14348,Citri Fructus (Citrus Junos),english,
DB14348,Citron Fruit (Citrus Junos),english,
DB14348,Citrus Junos Fruit Extract,english,
DB14348,Citrus Junos Fruit Powder,english,
DB14348,Citrus Sechen Fruit,english,
DB14348,Citrus Wilsonii Fruit,english,
DB14348,Citrus X Aurantium Subsp. Junos Fruit,english,
DB14348,Citrus X Hsiangyuan Fruit,english,
DB14348,Citrus X Junos Fruit,english,
DB14348,Citrus X Wilsonii Fruit,english,
DB14348,Kuzu Fruit,english,
DB14348,Xiangyuan (Citrus Junos),english,
DB14348,Yuzu Fruit,english,
DB14349,Bottlebrush Top,english,
DB14349,Common Horsetail Top,english,
DB14349,Equisetum,english,
DB14349,Equisetum Arvense,english,
DB14349,Equisetum Arvense Sterile Top,english,
DB14349,Equisetum Arvense Top Extract,english,
DB14349,Equisetum Arvense Vegetative Shoot,english,
DB14349,Equisetum Arvense Vegetative Top,english,
DB14349,Equisetum Calderi Top,english,
DB14349,Extract of the Sterile Caules of Equisetum Arvense,english,
DB14349,Field Horsetail Top,english,
DB14349,Foxtail-rush Top,english,
DB14349,Horesetail-fern Top,english,
DB14349,Horse-pipes Top,english,
DB14349,Horsetail (Equisetum Arvense) Extract,english,
DB14349,Meadow-pine Top,english,
DB14349,Pine-grass Top,english,
DB14349,Scouring Rush Top,english,
DB14349,Shave Grass Top,english,
DB14349,Shavetail Grass Top,english,
DB14349,Snake-grass Top,english,
DB14349,Western Horsetail Top,english,
DB14350,Aucklandiae Lappa Radix (Inula Helenium),english,
DB14350,Aucklandiae Radix (Inula Helenium),english,
DB14350,Elecampane,english,
DB14350,Elecampane Extract,english,
DB14350,Elecampane Inula Root,english,
DB14350,Elecampane Rhizome,english,
DB14350,Elecampane Root,english,
DB14350,Elecampane Root Extract,english,
DB14350,Elf-dock Root,english,
DB14350,Elf-wort Root,english,
DB14350,Horse-elder Root,english,
DB14350,Horse-heal Root,english,
DB14350,Inula,english,
DB14350,Inula Helenium,english,
DB14350,Inula Helenium Extract,english,
DB14350,Inula Helenium Rhizome,english,
DB14350,Inula Helenium Root Extract,english,
DB14350,Inula Helenium Root With Rhizome,english,
DB14350,Inula Root (Inula Helenium),english,
DB14350,Inulae Racemosae Radix (Inula Helenium),english,
DB14350,Inulae Radix (Inula Helenium),english,
DB14350,Mu Xiang (Inula Helenium),english,
DB14350,Saussurea Radix (Inula Helenium),english,
DB14350,Scab-wort Root,english,
DB14350,Tu Mu Xiang,english,
DB14350,Tu Mu Xiang Root,english,
DB14350,Tumuxiang (Inula Helenium),english,
DB14350,Velvet-dock Root,english,
DB14350,Wood Fragrance (Inula Helenium),english,
DB14350,Yellow Starwort Root,english,
DB14351,Bearded Usnea,english,
DB14351,Lichen Barbatus,english,
DB14351,Usnea,english,
DB14351,Usnea (Usnea Barbata),english,
DB14351,Usnea Barbata (Lichen) Extract,english,
DB14351,Usnea Barbata Whole,english,
DB14351,Usnea Extract,english,
DB14352,Antelaea Azadirachta Leaf,english,
DB14352,Azadirachta Indica Leaf Extract,english,
DB14352,Azadirachta Leaf,english,
DB14352,Bead Tree Leaf,english,
DB14352,Margosa Leaf,english,
DB14352,Melia Azadirachta Leaf,english,
DB14352,Melia Azadirachta Leaf Extract,english,
DB14352,Melia Azadirachta Leaf Powder,english,
DB14352,Neem Leaf,english,
DB14352,Nimba Leaf,english,
DB14353,Hercules Club Whole,english,
DB14353,Hercules-club Pricklyash Whole,english,
DB14353,Hercules-club Whole,english,
DB14353,Pepperwood Whole,english,
DB14353,Southern Prickly Ash,english,
DB14353,Zanthoxylum Clava-herculis,english,
DB14354,Golden Willow Bark Volatile Oil,english,
DB14354,Golden Willow Bark Water,english,
DB14354,Salix Alba (Willow) Bark Water,english,
DB14354,Salix Alba Bark Water,english,
DB14354,Salix Vitellina Bark Volatile Oil,english,
DB14354,Salix Vitellina Bark Water,english,
DB14354,White Willow Bark Volatile Oil,english,
DB14354,White Willow Bark Water,english,
DB14355,Apple Fruit Water,english,
DB14355,Malus Domestica Fruit Oil,english,
DB14355,Malus Domestica Fruit Water,english,
DB14355,Malus X Domestica Fruit Oil,english,
DB14355,Pyrus Malus (Apple) Fruit Water,english,
DB14356,Balloon Flower Leaf,english,
DB14356,Chinese-bellflower Leaf,english,
DB14356,Japanese Bellflower Leaf,english,
DB14356,Jie Geng Leaf,english,
DB14356,Platycodon Grandiflorum Leaf,english,
DB14356,Platycodon Leaf,english,
DB14357,Blue Chamomile Flower,english,
DB14357,Chamomile Extract,english,
DB14357,Chamomile Flower (Hungarian or German),english,
DB14357,"Chamomile Flower, German",english,
DB14357,Chamomile Flowers,english,
DB14357,Chamomile Tea,english,
DB14357,Chamomilla Chamomilla Flower,english,
DB14357,Chamomilla Flower,english,
DB14357,Chamomilla Recutita (Matricaria) Flower,english,
DB14357,Chamomilla Recutita (Matricaria) Flower Extract,english,
DB14357,Chamomilla Recutita (Matricaria) Flower Powder,english,
DB14357,Chamomilla Recutita Flower,english,
DB14357,Chamomilla Vulgaris Flower,english,
DB14357,German Chamomile Extract,english,
DB14357,German Chamomile Flower,english,
DB14357,Hungarian Chamomile Extract,english,
DB14357,Hungarian Chamomile Flower,english,
DB14357,Matricaria Chamomilla Extract,english,
DB14357,Matricaria Chamomilla Flower,english,
DB14357,Matricaria Chamomilla Flower Extract,english,
DB14357,Matricaria Flower,english,
DB14357,Matricaria Recutita Flower,english,
DB14357,Matricaria Recutita Flower Dry Extract,english,
DB14357,Matricaria Recutita Flower Extract,english,
DB14357,Matricaria Recutita L. Flower,english,
DB14357,Matricaria Recutita Preparation,english,
DB14357,Matricaria Suaveolens Flower,english,
DB14357,Matricariae Flos,english,
DB14357,Mayweed Flower,english,
DB14357,Scented Mayweed Flower,english,
DB14357,Sweet False Chamomile Flower,english,
DB14357,True Chamomile Flower,english,
DB14357,Wild Chamomile Flower,english,
DB14358,Bindii Whole,english,
DB14358,Bullhead Whole,english,
DB14358,Burra Gokharu Whole,english,
DB14358,Caltrop Whole,english,
DB14358,Goathead Whole,english,
DB14358,Gokshura Whole,english,
DB14358,Mexican Sandbur Whole,english,
DB14358,Puncture Vine Whole,english,
DB14358,Puncturevine Caltrop Whole,english,
DB14358,Small Caltrops Whole,english,
DB14358,Texas Sandbur Whole,english,
DB14358,Tribulus,english,
DB14358,Tribulus Whole,english,
DB14358,Yellow Vine Whole,english,
DB14359,Silver Ear Fungus Whole,english,
DB14359,Snow Fungus Whole,english,
DB14359,Tremella,english,
DB14359,Tremella Fuciformis,english,
DB14360,Abal Fructus,english,
DB14360,Brahea Serrulata Fruit,english,
DB14360,Chamaerops Serrulata Fruit,english,
DB14360,Corypha Obliqua Fruit,english,
DB14360,Corypha Repens Fruit,english,
DB14360,Diglossophyllum Serrulatum Fruit,english,
DB14360,Sabal Palm Fruit,english,
DB14360,Sabal Serrulata,english,
DB14360,Sabal Serrulata Fruit,english,
DB14360,Sabalis Serrulatae Fructus (Serenoa Repens (W. Bartram) Small (Sabal Serrulata (Michaux) Nichols)),english,
DB14360,Saw Palmetto Berry,english,
DB14360,Saw Palmetto Extract,english,
DB14360,Saw Palmetto Fruit,english,
DB14360,Saw Palmetto Fruit (Serenoa Repens (W. Bartram) Small (Sabal Serrulata (Michaux) Nichols)),english,
DB14360,Saw Palmetto Fruit Extract,english,
DB14360,Serenoa,english,
DB14360,Serenoa Preparation,english,
DB14360,Serenoa Repens Fruit,english,
DB14360,Serenoa Repens Fruit Dry Extract,english,
DB14360,Serenoa Repens Fruit Ethanol Extract,english,
DB14360,Serenoa Serrulata Fruit,english,
DB14360,Serenoa Serrulata Fruit Extract,english,
DB14360,Serenoa Serrulata Fruit Powder,english,
DB14361,Oryza Sativa (Rice) Bran,english,
DB14361,Oryza Sativa (Rice) Bran Extract,english,
DB14361,Oryza Sativa (Rice) Bran Wax,english,
DB14361,Oryza Sativa (Rice) Hull Extract,english,
DB14361,Oryza Sativa (Rice) Hull Powder,english,
DB14361,Oryza Sativa Bran,english,
DB14361,Oryza Sative Bran Wax,english,
DB14361,Rice Bran Fiber,english,
DB14361,Rice Bran Wax,english,
DB14361,Rice Hull,english,
DB14362,Horseradish Tree Leaf,english,
DB14362,Horseradishtree Leaf,english,
DB14362,Maranga Leaf,english,
DB14362,Moringa Moringa Leaf,english,
DB14362,Moringa Oleifera Leaf Extract,english,
DB14362,Moringa Pterygosperma Leaf,english,
DB14362,Muringnga Leaf,english,
DB14362,Murungai Leaf,english,
DB14362,Shigru Leaf,english,
DB14362,Shobhanjana Leaf,english,
DB14363,Cabbage Rose Oil,english,
DB14363,Cabbage Rose Water,english,
DB14363,Rosa Centifolia Flower Volatile Oil,english,
DB14363,Rosa Centifolia Flower Water,english,
DB14363,Rose Absolute (Rosa Centifolia),english,
DB14364,Baical Skullcap Root,english,
DB14364,Huang Qin,english,
DB14364,Huangqin,english,
DB14364,Scutellaria Baicalensis,english,
DB14364,Scutellaria Baicalensis Extract,english,
DB14364,Scutellaria Baicalensis Root Dry Extract,english,
DB14364,Scutellaria Baicalensis Root Extract,english,
DB14364,Scutellaria Baicalensis Root Georgi,english,
DB14364,Scutellaria Baicalensis Root Powder,english,
DB14364,Scutellaria Lanceolaria Root,english,
DB14364,Scutellaria Macrantha Root,english,
DB14364,Scutellaria Root,english,
DB14364,Scutellaria Root Extract,english,
DB14364,Scutellariae Radix,english,
DB14365,Brindall Berry Fruit,english,
DB14365,Brindleberry Fruit,english,
DB14365,Gambooge Fruit,english,
DB14365,Garcinia Cambogia,english,
DB14365,Garcinia Cambogia (Constituent of Garcinia Cambogia and Garcinia Indica),english,
DB14365,Garcinia Cambogia Fruit,english,
DB14365,Garcinia Cambogia Fruit Extract,english,
DB14365,Garcinia Fruit,english,
DB14365,Goraka Fruit,english,
DB14365,Kodumpuli Fruit,english,
DB14365,Malabar Tamarind Fruit,english,
DB14366,Houx Mate,english,
DB14366,Ilex Mate,english,
DB14366,Ilex Paraguariensis,english,
DB14366,Ilex Paraguariensis Leaf Extract,english,
DB14366,Jesuit's Tea,english,
DB14366,Mat,english,
DB14366,Mate,english,
DB14366,Mate (Leaves),english,
DB14366,Mate Absolute,english,
DB14366,Mate Extract,english,
DB14366,Mate Folium,english,
DB14366,Mate Folium (Ilex Paraguariensis St. Hilaire),english,
DB14366,Mate' Leaf (Ilex Paraguariensis St. Hilaire),english,
DB14366,Paraguay Tea,english,
DB14366,Paraguay Tea Extract,english,
DB14366,Yerba Mat,english,
DB14366,Yerba Mate,english,
DB14366,Yerba Mate Extract,english,
DB14367,Carageen,english,
DB14367,Carageen Leaf,english,
DB14367,Carrageen,english,
DB14367,Carrageen Leaf,english,
DB14367,Carrageen Moss,english,
DB14367,Chondrus Crispus Leaf,english,
DB14367,Chondrus Crispus Powder,english,
DB14367,Chondrus Crispus Whole,english,
DB14367,Chondrus Norvegicus,english,
DB14367,Chondrus Platynus,english,
DB14367,Fucus Norvegicus,english,
DB14367,Halymenia Platynus,english,
DB14367,Iridaea Heterocarpa,english,
DB14367,Iridophycus Heterocarpum,english,
DB14367,Irish Moss,english,
DB14367,Irish Moss (Chondrus Crispus),english,
DB14367,Mazzaella Heterocarpa,english,
DB14367,Polymorpha Crispa,english,
DB14368,Capsicum Annuum Whole Extract,english,
DB14368,Cayenne Pepper Whole,english,
DB14368,Pimento Whole,english,
DB14368,Red Pepper Whole,english,
DB14368,Sweet Pepper Whole,english,
DB14369,Typhonium,english,
DB14369,Typhonium Giganteum,english,
DB14369,Typhonium Giraldii Whole,english,
DB14369,Typhonium Stoliczkae Whole,english,
DB14369,Typhonium Whole,english,
DB14370,Amur Cork Tree Bark,english,
DB14370,Amur Cork-tree,english,
DB14370,Amur Cork-tree Bark (Phellodendron Amurense),english,
DB14370,Guanhuangbo,english,
DB14370,Phellodendri Amurensis Cortex,english,
DB14370,Phellodendri Cortex (Phellodendron Amurense),english,
DB14370,Phellodendron Amurense,english,
DB14370,Phellodendron Amurense Bark Extract,english,
DB14370,Phellodendron Bark (Phellodendron Amurense),english,
DB14370,Yellow Fir (Phellodendron Amurense),english,
DB14371,.Alpha.-mangosten,english,
DB14371,.Alpha.-mangostin,english,
DB14371,7-o-methyl-.gamma.-mangostin,english,
DB14371,7-o-methyl-4-desprenylcostatin,english,
DB14372,Melaleuca Alternifolia (Tea Tree) Leaf,english,
DB14372,Melaleuca Alternifolia (Tea Tree) Leaf Extract,english,
DB14372,Melaleuca Alternifolia (Tea Tree) Leaf Powder,english,
DB14372,Narrow-leaved Paperbark Leaf,english,
DB14372,Narrow-leaved Tea-tree Leaf,english,
DB14372,Narrow-leaved Ti-tree Leaf,english,
DB14372,Snow-in-summer Leaf,english,
DB14372,Tea Tree,english,
DB14373,Quercus Acutissima,english,
DB14373,Sawtooth Oak Whole,english,
DB14374,Pumice,english,usp
DB14375,822i9lej7s,english,
DB14375,Cardui Mariae Fructus,english,
DB14375,Carduus Marianus,english,
DB14375,Carduus Marianus Preparation,english,
DB14375,Carduus Marianus Seed,english,
DB14375,Fruit of Silybum Marianum,english,
DB14375,Holy Thistle Seed,english,
DB14375,Lady's Thistle Seed,english,
DB14375,Mariana Mariana Seed,english,
DB14375,Mary's Thistle Seed,english,
DB14375,Milk Thistle Extract,english,
DB14375,Milk Thistle Fruit,english,
DB14375,Milk Thistle Seed,english,
DB14375,Milk Thistle Seed Extract,english,
DB14375,Milk Thistle Silymarin,english,
DB14375,Milkthistle Fruit (Silybum Marianum L. Gaertner),english,
DB14375,Saint Mary's Thistle Extract,english,
DB14375,Shuifeiji,english,
DB14375,Silybi Fructus,english,
DB14375,Silybi Mariani Fructus (Silybum Marianum L. Gaertner),english,
DB14375,Silybum Marianum Dry Fruit,english,
DB14375,Silybum Marianum Dry Fruit Extract,english,
DB14375,Silybum Marianum Extract,english,
DB14375,Silybum Marianum Fruit,english,
DB14375,Silybum Marianum Fruit Extract,english,
